Ninputpackets_10.239.51.1,Noutputpackets_10.239.51.1,inputbytes_10.239.51.1,outputbytes_10.239.51.1,inputuniqueIPs_10.239.51.1,outputuniqueIPs_10.239.51.1,Time
17,17,8468,7408,12,12,Monday June 28 2021 07:53:12
24,13,11780,5400,19,11,Monday June 28 2021 07:56:12
9,14,3666,5343,8,9,Monday June 28 2021 07:59:12
14,14,9657,11933,12,11,Monday June 28 2021 08:02:12
16,11,4059,3217,13,9,Monday June 28 2021 08:05:12
16,14,5334,6616,11,13,Monday June 28 2021 08:08:12
8,18,6642,10197,8,16,Monday June 28 2021 08:11:12
10,12,5744,3919,9,11,Monday June 28 2021 08:14:12
12,11,6362,4177,11,11,Monday June 28 2021 08:17:12
14,10,3058,6213,13,9,Monday June 28 2021 08:20:12
12,17,5292,5255,10,15,Monday June 28 2021 08:23:12
10,14,5511,5149,10,11,Monday June 28 2021 08:26:12
13,14,4626,2846,10,11,Monday June 28 2021 08:29:12
9,17,4803,8426,7,14,Monday June 28 2021 08:32:12
15,15,8219,5944,13,12,Monday June 28 2021 08:35:12
7,12,1119,1583,7,11,Monday June 28 2021 08:38:12
6,18,2702,3487,5,15,Monday June 28 2021 08:41:12
8,10,2302,7534,8,7,Monday June 28 2021 08:44:12
7,8,3376,2059,5,8,Monday June 28 2021 08:47:12
14,15,4103,3686,14,12,Monday June 28 2021 08:50:12
12,11,4077,3496,12,9,Monday June 28 2021 08:53:12
12,13,9854,6011,9,11,Monday June 28 2021 08:56:12
17,14,6903,8181,16,12,Monday June 28 2021 08:59:12
7,5,4665,270,7,4,Monday June 28 2021 09:02:12
10,9,5080,1156,9,6,Monday June 28 2021 09:05:12
8,5,5302,1436,7,5,Monday June 28 2021 09:08:12
16,9,6197,5733,14,8,Monday June 28 2021 09:11:12
11,8,7069,425,11,8,Monday June 28 2021 09:14:12
13,8,7354,4368,13,7,Monday June 28 2021 09:17:12
11,12,3278,3853,9,11,Monday June 28 2021 09:20:12
17,14,8129,6442,14,12,Monday June 28 2021 09:23:12
16,14,9320,13592,13,12,Monday June 28 2021 09:26:12
11,9,5567,2960,10,8,Monday June 28 2021 09:29:12
14,13,6861,12319,12,12,Monday June 28 2021 09:32:12
15,11,4946,3780,13,11,Monday June 28 2021 09:35:12
5,7,3704,2929,5,7,Monday June 28 2021 09:38:12
9,14,5028,5042,9,13,Monday June 28 2021 09:41:12
9,3,2940,682,8,3,Monday June 28 2021 09:44:12
6,7,4656,8572,5,7,Monday June 28 2021 09:47:12
