SIP,DIP,Prot,SPort,DPort,SBytes,SBytes_av,DBytes,DBytes_av,SBytes_std,DBytes_std,SBytes_max,DBytes_max,Start,Curr,Inter_av,Inter_std,Inter_max,NIdle,tIdle,tIdle_av,tIdle_std,NSPack,NDPack,SYN1,SYN2,FIN_init,FIN1,FIN2,T_Ind,T_Counter,T_Packets_max,T_Bytes_max,T_Dur_max,B_Counter,B_Packets,B_Packets_max,B_Bytes,B_Bytes_max,B_Dur,B_Dur_max,B_Ind,B_IndP,1B_Packets,1B_Bytes,1B_Dur,1B_Ind,Perc_B
131.243.141.82,139.116.192.71,TCP,1648,80,978,163.0,1188,198.0,132845.0,111904.33333333334,978,911,543.330081,0.23421300000006795,0.019517750000005663,0.0009819960951877422,0.08630300000004354,0,0,0,0,6,6,True,True,2,True,True,True,2,5,978,0.15438800000003994,1,4,4,1188,1188,0.008003000000030625,0.008003000000030625,2.0,2.0,4,1188,0.008003000000030625,2,0.3333333333333333
131.243.141.82,139.116.192.71,TCP,1650,80,979,163.16666666666666,1146,191.0,133116.80555555556,102167.33333333334,979,869,543.339568,0.234595000000013,0.019549583333334414,0.001027824948577372,0.08693600000003698,0,0,0,0,6,6,True,True,2,True,True,True,2,5,979,0.15876600000001417,1,4,4,1146,1146,0.005140999999980522,0.005140999999980522,2.0,2.0,4,1146,0.005140999999980522,2,0.3333333333333333
131.243.141.82,139.116.192.71,TCP,1652,80,979,163.16666666666666,1144,190.66666666666666,133116.80555555556,101715.88888888888,979,867,543.498478,0.21622600000000602,0.018018833333333834,0.0008511666341392212,0.06906500000002325,0,0,0,0,6,6,True,True,2,True,True,True,2,5,979,0.1382730000000265,1,4,4,1144,1144,0.0061210000000073705,0.0061210000000073705,2.0,2.0,4,1144,0.0061210000000073705,2,0.3333333333333333
131.243.142.39,208.0.11.231,TCP,4715,80,580,72.5,4764,476.4,36793.75,397544.8400000001,580,1430,365.006722,180.76985599999995,10.042769777777774,1701.7582933384788,180.13044299999996,1,180.13044299999996,180.13044299999996,0,8,10,True,True,2,True,True,True,2,9,3687,180.42616999999996,1,4,4,3087,3087,0.0002549999999814645,0.0002549999999814645,2.0,2.0,4,3087,0.0002549999999814645,2,0.2222222222222222
131.243.160.37,131.243.140.169,TCP,22,1350,1428,102.0,736,46.0,39018.857142857145,8788.0,696,336,25.22949,520.7253659999999,17.357512199999995,697.221655289944,59.890787999999986,9,516.4269939999999,57.3807771111111,28281.889549860887,14,16,False,False,2,True,True,True,1,30,3848,520.725366,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.143.118,58.247.242.225,TCP,1403,80,610,122.0,384,128.0,59536.0,32768.0,610,384,546.30389,0.06857000000002245,0.008571250000002806,0.00011007508068688105,0.024210999999922933,0,0,0,0,5,3,True,True,2,True,True,True,1,8,1378,0.06857000000002245,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.142.192,131.243.160.19,TCP,1220,8080,132401,919.4513888888889,99360,561.3559322033898,354798.38652584865,313048.17274729494,1380,1380,534.875346,11.622412999999938,0.03620689408099669,0.07847447448400738,3.1428359999999884,0,0,0,0,144,177,True,True,2,True,True,True,8,185,267424,3.4320359999999255,13,84,11,71080,12521,5.957034000000135,3.15133000000003,1.6923076923076923,1.7619047619047619,4,3366,0.20337899999992715,2,0.2616822429906542
131.243.143.118,204.52.84.174,TCP,1402,80,501,25.05,51192,1312.6153846153845,11922.547499999999,180159.67258382658,501,1460,546.141114,0.3680369999999584,0.006237915254236583,0.00030875119522994106,0.1285649999999805,0,0,0,0,20,39,True,True,1,True,True,True,6,13,10721,0.16825900000003458,6,35,10,43637,14600,0.01591400000017984,0.012118999999984226,1.8333333333333333,1.8571428571428572,4,5840,0.00038000000006377377,2,0.5932203389830508
131.243.142.192,131.243.160.19,TCP,1221,8080,134057,1098.827868852459,49719,379.53435114503816,241038.33922332712,217044.12668259427,1380,1380,544.442177,2.100304999999935,0.008301600790513576,0.0003364375714809894,0.10719700000004195,0,0,0,0,122,131,True,True,2,True,True,True,4,197,285296,1.8669830000000047,7,41,10,34017,13640,0.08577299999990373,0.041757999999958884,1.5714285714285714,1.6829268292682926,6,4761,0.041757999999958884,2,0.16205533596837945
131.243.142.247,204.116.37.26,TCP,1532,80,567,113.4,307,76.75,51438.240000000005,17671.6875,567,307,546.516635,0.064324000000056,0.0071471111111173335,8.695874943200565e-05,0.021349999999983993,0,0,0,0,5,4,True,True,2,True,True,True,1,9,1181,0.064324000000056,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.143.118,58.247.142.115,TCP,1406,80,592,98.66666666666667,470,94.0,48675.555555555555,35344.0,592,470,546.699655,0.06394299999999475,0.005812999999999523,7.662832927277949e-05,0.020593999999960033,0,0,0,0,6,5,True,True,2,True,True,True,1,11,1062,0.06394299999999475,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.143.118,208.235.59.226,TCP,1407,80,324,64.8,202,67.33333333333333,16796.16,9067.555555555557,324,202,546.703527,0.2524600000000419,0.031557500000005234,0.0015801570862492159,0.08717999999998938,0,0,0,0,5,3,True,True,2,True,True,True,1,8,728,0.2524600000000419,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.143.118,208.235.59.226,TCP,1410,80,324,64.8,202,67.33333333333333,16796.16,9067.555555555557,324,202,546.744508,0.2435840000000553,0.030448000000006914,0.0015017889737503035,0.0806880000000092,0,0,0,0,5,3,True,True,2,True,True,True,1,8,728,0.2435840000000553,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.143.206,128.3.208.31,TCP,1340,135,228,32.57142857142857,212,42.4,3156.2448979591836,3543.04,156,152,517.025707,29.994621999999936,2.499551833333328,68.07114746496626,29.86319500000002,1,29.86319500000002,29.86319500000002,891.8104156080261,7,5,True,True,1,True,True,True,1,12,808,29.994621999999936,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.143.118,58.247.242.225,TCP,1413,80,565,113.0,384,128.0,51076.0,32768.0,565,384,546.9866,0.06469700000002376,0.00808712500000297,9.530268085937909e-05,0.02109599999994316,0,0,0,0,5,3,True,True,2,True,True,True,1,8,1333,0.06469700000002376,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.142.247,118.133.55.168,TCP,1536,80,302,50.333333333333336,485,97.0,12667.22222222222,37636.0,302,485,546.942876,0.27694900000005873,0.025177181818187157,0.0010937596663299462,0.0725720000000365,0,0,0,0,6,5,True,True,2,True,True,True,1,11,787,0.27694900000005873,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.142.247,58.68.205.10,TCP,1535,80,548,109.6,477,159.0,48048.64000000001,50562.0,548,477,546.927895,0.3021679999999378,0.03777099999999223,0.0014012411877484575,0.08044399999994312,0,0,0,0,5,3,True,True,2,True,True,True,1,8,1502,0.3021679999999378,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.142.247,58.68.205.10,TCP,1534,80,549,91.5,3376,675.2,41861.25,438332.1599999999,549,1460,546.922638,0.3586450000000241,0.0326040909090931,0.0013546955040828078,0.086687999999981,0,0,0,0,6,5,True,True,2,True,True,True,1,11,5841,0.3586450000000241,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.85.244,131.243.140.156,TCP,3709,389,2677,243.36363636363637,5726,572.6,155574.04958677685,371270.24,1300,1460,547.466046,0.13442299999996976,0.006401095238093798,0.00032930841132363514,0.08545399999991332,0,0,0,0,11,10,True,True,1,True,True,True,1,21,13265,0.13442299999996976,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.85.244,131.243.140.156,TCP,3710,389,1700,212.5,662,110.33333333333333,173818.0,15275.222222222224,1300,332,547.488288,0.11219199999993634,0.008013714285709739,0.0005670417866334281,0.09368400000005295,0,0,0,0,8,6,True,True,1,True,True,True,1,14,3424,0.11219199999993634,0,0,0,0,0,0,0,0,0,0,0,0,1,0
128.3.164.248,131.243.143.71,TCP,59705,25,4528,323.42857142857144,324,21.6,309286.387755102,1272.2399999999998,1380,134,548.059938,0.02062100000000555,0.0007110689655174329,5.738565469751905e-07,0.0031360000000404398,0,0,0,0,14,15,True,True,2,True,True,True,1,29,6463,0.02062100000000555,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.170.239,131.243.142.214,TCP,1543,139,1470,113.07692307692308,417,20.85,8564.224852071004,830.6274999999998,214,98,538.922,10.10496999999998,0.3062112121212115,2.7040184650042334,9.60639900000001,1,9.60639900000001,9.60639900000001,92.2829017472012,13,20,True,True,1,True,True,True,1,33,3318,10.10496999999998,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.141.82,139.116.174.112,TCP,1653,80,1521,169.0,7709,770.9,185248.0,394529.29000000004,1380,1380,547.697293,2.5134720000000925,0.13228800000000487,0.22447686443926507,2.1388180000000148,0,0,0,0,9,10,True,True,2,True,True,True,2,10,6608,0.20437900000001719,1,4,4,3025,3025,2.175424000000021,2.175424000000021,2.0,2.0,4,3025,2.175424000000021,2,0.21052631578947367
131.243.141.82,139.116.173.10,TCP,1654,80,1409,234.83333333333334,129,21.5,262393.47222222225,2311.25,1380,129,550.079092,0.20161500000006072,0.01680125000000506,0.0008174915303558825,0.06657200000006469,0,0,0,0,6,6,True,True,2,True,True,True,2,6,1409,0.13478100000008908,1,4,4,129,129,0.00012499999991177901,0.00012499999991177901,2.0,2.0,4,129,0.00012499999991177901,2,0.3333333333333333
131.243.141.57,128.3.161.197,TCP,4829,445,3079,219.92857142857142,1626,147.8181818181818,182361.35204081633,22084.3305785124,1380,425,540.2492,10.095855000000029,0.40383420000000114,3.7908586485676032,9.941325000000006,1,9.941325000000006,9.941325000000006,98.82994275562513,14,11,True,True,1,True,True,True,1,25,7677,10.095855000000029,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.141.82,139.116.173.10,TCP,1656,80,1320,220.0,733,146.6,242000.0,85966.24,1320,733,550.240248,0.2052520000000868,0.01865927272728062,0.0008616551440178958,0.06732799999997496,0,0,0,0,6,5,True,True,2,True,True,True,1,11,2053,0.2052520000000868,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.141.82,139.116.192.71,TCP,1657,80,1604,229.14285714285714,1188,198.0,226718.693877551,111904.33333333334,1380,911,550.400526,0.212853999999993,0.016373384615384075,0.0007721300662371988,0.06718999999998232,0,0,0,0,7,6,True,True,2,True,True,True,2,6,1604,0.13577599999996437,1,4,4,1188,1188,0.00687700000003133,0.00687700000003133,2.0,2.0,4,1188,0.00687700000003133,2,0.3076923076923077
131.243.141.82,139.116.192.71,TCP,1658,80,1605,229.28571428571428,1146,163.71428571428572,226717.34693877553,92039.0612244898,1380,869,550.414513,0.21448199999997541,0.015320142857141101,0.0007674431081219491,0.06993799999997918,0,0,0,0,7,7,True,True,2,True,True,True,2,6,1605,0.13890299999991385,1,5,5,1146,1146,0.003885000000082073,0.003885000000082073,2.0,2.0,5,1146,0.003885000000082073,2,0.35714285714285715
128.3.194.111,131.243.140.156,TCP,3263,445,3241,231.5,1628,148.0,207060.25,22185.454545454544,1460,427,539.668171,11.345090000000027,0.4538036000000011,4.856909153499183,11.250152000000071,1,11.250152000000071,11.250152000000071,126.56592002310559,14,11,True,True,1,True,True,True,1,25,7921,11.345090000000027,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.142.247,204.52.84.176,TCP,1539,80,455,91.0,294,58.8,33124.0,13829.760000000002,455,294,551.573808,0.06295199999999568,0.006295199999999568,8.217196216022675e-05,0.02060000000005857,0,0,0,0,5,5,True,True,2,True,True,True,1,10,749,0.06295199999999568,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.143.70,219.10.25.59,TCP,3690,80,488,44.36363636363637,15163,1083.0714285714287,19681.322314049587,343972.6377551018,488,1460,551.733088,0.4989540000000261,0.019958160000001043,0.003804956376694349,0.24308899999994082,0,0,0,0,11,14,True,True,2,True,True,True,1,25,20031,0.4989540000000261,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.143.70,219.10.25.59,TCP,3691,80,327,65.4,1052,210.4,17108.64,177072.63999999998,327,1052,552.216792,0.11242399999991903,0.011242399999991904,0.0004896539352393905,0.07607299999995121,0,0,0,0,5,5,True,True,2,True,True,True,1,10,1379,0.11242399999991903,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.143.70,219.10.25.59,TCP,3698,80,327,65.4,1175,235.0,17108.64,220900.0,327,1175,552.243275,0.09319599999992079,0.009319599999992078,0.00023719757724033845,0.053343000000040774,0,0,0,0,5,5,True,True,2,True,True,True,1,10,1502,0.09319599999992079,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.143.70,219.10.25.59,TCP,3703,80,327,65.4,1221,305.25,17108.64,279532.6875,327,1221,552.252145,0.09396099999992202,0.010440111111102447,0.0002458618158765191,0.049218999999993684,0,0,0,0,5,4,True,True,2,True,True,True,1,8,1548,0.09294299999999112,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.143.70,219.10.25.59,TCP,3704,80,327,65.4,1223,244.6,17108.64,239316.63999999998,327,1223,552.253144,0.11293399999999565,0.011293399999999565,0.0003559688240407725,0.06283600000006118,0,0,0,0,5,5,True,True,2,True,True,True,1,10,1550,0.11293399999999565,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.143.70,219.10.25.59,TCP,3692,80,327,65.4,1083,216.6,17108.64,187662.24,327,1083,552.21954,0.16701000000000477,0.016701000000000476,0.0005631417064002311,0.07658600000002025,0,0,0,0,5,5,True,True,2,True,True,True,1,10,1410,0.16701000000000477,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.143.70,219.10.25.59,TCP,3695,80,327,54.5,1305,261.0,14851.25,272484.0,327,1305,552.234037,0.1742500000000291,0.015840909090911737,0.0009436639409923118,0.10917700000004515,0,0,0,0,6,5,True,True,2,True,True,True,1,11,1632,0.1742500000000291,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.143.70,219.10.25.59,TCP,3693,80,327,65.4,1221,244.2,17108.64,238534.56000000003,327,1221,552.221789,0.19074600000010378,0.019074600000010378,0.0006551905456388563,0.07682099999999537,0,0,0,0,5,5,True,True,2,True,True,True,1,10,1548,0.19074600000010378,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.143.70,219.10.25.59,TCP,3694,80,327,65.4,1215,243.0,17108.64,236196.0,327,1215,552.222289,0.25686499999994794,0.025686499999994793,0.0012406458424498148,0.10218699999995806,0,0,0,0,5,5,True,True,2,True,True,True,1,10,1542,0.25686499999994794,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.142.29,118.127.146.155,TCP,2416,443,3339,196.41176470588235,3507,194.83333333333334,179064.59515570934,168275.91666666666,1460,1460,550.783289,1.7511719999999968,0.050033485714285626,0.0034902136152210107,0.19087100000001556,0,0,0,0,17,18,True,True,2,True,True,True,1,35,12062,1.7511719999999968,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.143.70,219.10.25.59,TCP,3696,80,327,65.4,1265,253.0,17108.64,256036.0,327,1265,552.237654,0.32441499999993084,0.03244149999999309,0.0035161349214536514,0.18351300000006177,0,0,0,0,5,5,True,True,2,True,True,True,1,10,1592,0.32441499999993084,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.143.70,219.10.25.59,TCP,3697,80,327,65.4,1343,268.6,17108.64,288583.83999999997,327,1343,552.242653,0.40511900000001333,0.040511900000001336,0.006375882918493586,0.26321500000005926,0,0,0,0,5,5,True,True,2,True,True,True,1,10,1670,0.40511900000001333,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.143.70,219.10.25.59,TCP,3699,80,327,65.4,1252,250.4,17108.64,250800.63999999998,327,1252,552.2439,0.45945799999992687,0.04594579999999269,0.0077772436045605185,0.2802130000000034,0,0,0,0,5,5,True,True,2,True,True,True,1,10,1579,0.45945799999992687,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.143.70,219.10.25.59,TCP,3700,80,327,54.5,1329,265.8,14851.25,282598.56,327,1329,552.244525,0.5058109999999942,0.04598281818181766,0.009374191067053717,0.32530899999994745,0,0,0,0,6,5,True,True,2,True,True,True,1,11,1656,0.5058109999999942,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.143.70,219.10.25.59,TCP,3701,80,327,54.5,1328,265.6,14851.25,282173.43999999994,327,1328,552.246523,0.547048000000018,0.049731636363638,0.010846812951146432,0.351786000000061,0,0,0,0,6,5,True,True,2,True,True,True,1,11,1655,0.547048000000018,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.143.70,219.10.25.59,TCP,3702,80,327,65.4,1227,245.4,17108.64,240884.63999999998,327,1227,552.247397,0.5876560000000381,0.05876560000000382,0.013948457774643179,0.38776400000006106,0,0,0,0,5,5,True,True,2,True,True,True,1,10,1554,0.5876560000000381,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.143.70,219.10.25.59,TCP,3707,80,327,65.4,1376,275.2,17108.64,302940.16000000003,327,1376,552.260015,0.6134880000000749,0.06134880000000749,0.015021659857956036,0.4017639999999574,0,0,0,0,5,5,True,True,2,True,True,True,1,10,1703,0.6134880000000749,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.143.70,219.10.25.59,TCP,3706,80,327,54.5,1465,244.16666666666666,14851.25,295653.4722222222,327,1460,552.259266,0.6580900000000156,0.054840833333334636,0.015549692952968642,0.44044499999995423,0,0,0,0,6,6,True,True,2,True,True,True,2,5,327,0.44459200000005694,1,4,4,1465,1465,0.1676469999999881,0.1676469999999881,2.0,2.0,4,1465,0.1676469999999881,2,0.3333333333333333
131.243.143.70,219.10.25.59,TCP,3705,80,327,65.4,1361,272.2,17108.64,296371.36,327,1361,552.258516,0.7033099999999877,0.07033099999999877,0.021330129730999993,0.48220600000001923,0,0,0,0,5,5,True,True,2,True,True,True,1,10,1688,0.7033099999999877,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.143.70,219.10.25.59,TCP,3713,80,327,65.4,1423,284.6,17108.64,323988.63999999996,327,1423,552.350211,0.6522140000000718,0.06522140000000717,0.024304521912430106,0.5220519999999169,0,0,0,0,5,5,True,True,2,True,True,True,1,10,1750,0.6522140000000718,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.143.70,219.10.25.59,TCP,3712,80,327,65.4,1433,286.6,17108.64,328558.24,327,1433,552.338092,0.7096820000000434,0.07096820000000434,0.02851905171376937,0.5661560000000918,0,0,0,0,5,5,True,True,2,True,True,True,1,10,1760,0.7096820000000434,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.143.70,219.10.25.59,TCP,3711,80,327,65.4,1442,288.4,17108.64,332698.24,327,1442,552.330473,0.7616480000000365,0.07616480000000365,0.03246878745355898,0.6027569999999969,0,0,0,0,5,5,True,True,2,True,True,True,1,10,1769,0.7616480000000365,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.143.70,219.10.25.59,TCP,3710,80,327,54.5,1356,271.2,14851.25,294197.76,327,1356,552.268635,0.8662329999999656,0.07874845454545142,0.034359861824616866,0.6451080000000502,0,0,0,0,6,5,True,True,2,True,True,True,1,11,1683,0.8662329999999656,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.143.70,219.10.25.59,TCP,3708,80,327,65.4,1379,275.8,17108.64,304262.56,327,1379,552.265761,0.9137140000000272,0.09137140000000273,0.04211531928302957,0.6877099999999245,0,0,0,0,5,5,True,True,2,True,True,True,1,10,1706,0.9137140000000272,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.143.154,208.156.234.65,TCP,2448,80,382,76.4,494,98.8,23347.839999999997,39045.759999999995,382,494,552.958091,0.22561500000006163,0.022561500000006163,0.0009724993134496322,0.070699999999988,0,0,0,0,5,5,True,True,2,True,True,True,1,10,876,0.22561500000006163,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.143.70,219.10.25.59,TCP,3709,80,327,65.4,1403,280.6,17108.64,314945.43999999994,327,1403,552.266262,0.9584089999999605,0.09584089999999605,0.04765936471368588,0.7326789999999619,0,0,0,0,5,5,True,True,2,True,True,True,1,10,1730,0.9584089999999605,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.143.70,219.10.25.59,TCP,3714,80,327,65.4,1398,279.6,17108.64,312704.63999999996,327,1398,552.380941,0.8884550000000218,0.08884550000000217,0.03348217886105277,0.5667740000000094,0,0,0,0,5,5,True,True,2,True,True,True,1,10,1725,0.8884550000000218,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.143.70,219.10.25.59,TCP,3715,80,327,65.4,1215,243.0,17108.64,236196.0,327,1215,552.689504,0.658211999999935,0.0658211999999935,0.028590443455168653,0.5692750000000615,0,0,0,0,5,5,True,True,2,True,True,True,1,10,1542,0.658211999999935,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.142.247,204.52.84.176,TCP,1541,80,455,91.0,294,58.8,33124.0,13829.760000000002,455,294,555.841461,0.06282299999998031,0.006282299999998031,8.13774626098742e-05,0.020100000000070395,0,0,0,0,5,5,True,True,2,True,True,True,1,10,749,0.06282299999998031,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.140.214,128.3.164.203,TCP,2010,389,0,0.0,0,0,0.0,0,0,0,54.153652,0.0,0.0,0.0,0,0,0,0,0,1,0,False,False,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.140.214,128.3.164.203,TCP,2009,389,0,0.0,0,0,0.0,0,0,0,54.147044,0.0,0.0,0.0,0,0,0,0,0,1,0,False,False,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.141.187,131.243.10.28,TCP,524,1055,1,1.0,0,0.0,0.0,0.0,1,0,53.700552,0.00036199999999553256,0.00018099999999776628,3.276099999919139e-08,0.00036199999999553256,0,0,0,0,1,1,False,False,0,False,False,True,1,2,0,0.00036199999999553256,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.142.216,208.235.56.36,TCP,49819,80,93,18.6,245,49.0,1383.84,6129.6,93,202,53.400613,0.22648499999999672,0.022648499999999672,0.004213155093050007,0.2173569999999998,0,0,0,0,5,5,True,True,2,True,False,False,1,5,93,0.007362000000000535,1,4,4,245,245,0.0010029999999972006,0.0010029999999972006,2.0,2.0,4,245,0.0010029999999972006,2,0.4
131.243.142.192,59.219.153.10,TCP,1183,80,0,0.0,0,0,0.0,0,0,0,53.20348,0.0,0.0,0.0,0,0,0,0,0,1,0,False,False,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.142.192,118.83.251.9,TCP,1188,80,0,0.0,0,0,0.0,0,0,0,53.203355,0.0,0.0,0.0,0,0,0,0,0,1,0,False,False,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.142.192,77.79.93.177,TCP,1189,80,0,0.0,0,0,0.0,0,0,0,53.20323,0.0,0.0,0.0,0,0,0,0,0,1,0,False,False,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.142.216,208.235.59.226,TCP,49818,80,100,20.0,192,96.0,1600.0,9216.0,100,192,53.102666,0.1890110000000007,0.02700157142857153,0.001270438726244989,0.08405900000000344,0,0,0,0,5,2,True,True,2,True,False,True,1,6,484,0.1676479999999998,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.141.187,131.243.62.195,TCP,524,3014,1,1.0,0,0.0,0.0,0.0,1,0,53.041464,0.00035199999999946385,0.00017599999999973193,3.097599999990564e-08,0.00035199999999946385,0,0,0,0,1,1,False,False,0,False,False,True,1,2,0,0.00035199999999946385,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.142.216,59.79.50.126,TCP,49817,80,88,14.666666666666666,692,173.0,1075.5555555555557,89787.0,88,692,52.744759,0.3109539999999953,0.03109539999999953,0.0011929738564400414,0.07594100000000026,0,0,0,0,6,4,True,True,2,True,False,True,1,10,780,0.3109539999999953,0,0,0,0,0,0,0,0,0,0,0,0,1,0
128.3.161.74,131.243.140.105,TCP,524,1031,1,1.0,0,0.0,0.0,0.0,1,0,52.709152,0.0006279999999989627,0.00031399999999948136,9.85959999996743e-08,0.0006279999999989627,0,0,0,0,1,1,False,False,0,False,False,True,1,2,0,0.0006279999999989627,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.141.194,128.3.164.15,TCP,1126,993,131,32.75,228,76.0,411.6875,684.666666666667,52,95,52.470558,0.21223900000000384,0.030319857142857693,0.0014764019306938415,0.10932100000000133,0,0,0,0,4,3,False,False,0,False,False,True,1,7,654,0.21223900000000384,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.140.103,167.130.77.98,TCP,2139,80,0,0.0,0,0,0.0,0,0,0,51.734636,0.0,0.0,0.0,0,0,0,0,0,1,0,False,False,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.140.103,167.130.77.98,TCP,2116,80,0,0.0,0,0,0.0,0,0,0,51.734631,0.0,0.0,0.0,0,0,0,0,0,1,0,False,False,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.140.105,131.243.200.106,TCP,524,1036,1,1.0,0,0.0,0.0,0.0,1,0,51.590464,0.000362000000002638,0.000181000000001319,3.276100000047747e-08,0.000362000000002638,0,0,0,0,1,1,False,False,0,False,False,True,1,2,0,0.000362000000002638,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.141.187,131.243.124.6,TCP,524,1029,1,1.0,0,0.0,0.0,0.0,1,0,51.393342,0.00024100000000260025,0.00012050000000130012,1.452025000031333e-08,0.00024100000000260025,0,0,0,0,1,1,False,False,0,False,False,True,1,2,0,0.00024100000000260025,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.141.187,128.3.208.32,TCP,524,1057,1,1.0,0,0.0,0.0,0.0,1,0,50.569468,0.00035400000000151977,0.00017700000000075988,3.1329000000269e-08,0.00035400000000151977,0,0,0,0,1,1,False,False,0,False,False,True,1,2,0,0.00035400000000151977,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.160.133,131.243.141.53,TCP,22,32781,1368,228.0,488,81.33333333333333,151056.0,8691.555555555555,1080,216,49.885362,1.9992829999999984,0.16660691666666652,0.05464097168374318,0.8086279999999988,0,0,0,0,6,6,False,False,0,False,False,True,1,12,1912,1.9992829999999984,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.141.187,128.3.236.37,TCP,524,3055,1,1.0,0,0.0,0.0,0.0,1,0,49.746459,0.0034890000000018517,0.0017445000000009259,3.0432802500032305e-06,0.0034890000000018517,0,0,0,0,1,1,False,False,0,False,False,True,1,2,0,0.0034890000000018517,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.102.143,131.243.141.125,TCP,1360,443,1306,100.46153846153847,5554,555.4,31998.55621301775,268808.84,555,1460,49.351562,0.19188299999999714,0.008342739130434658,0.0007636877655841029,0.1361479999999986,0,0,0,0,13,10,True,True,1,True,False,True,2,13,6114,0.18614900000000034,2,9,5,3884,3861,0.001381000000002075,0.001125000000001819,1.5,1.4444444444444444,4,3861,0.001125000000001819,2,0.391304347826087
131.243.142.214,131.243.86.42,TCP,524,1039,1,1.0,0,0.0,0.0,0.0,1,0,48.932954,0.00036199999999553256,0.00018099999999776628,3.276099999919139e-08,0.00036199999999553256,0,0,0,0,1,1,False,False,0,False,False,True,1,2,0,0.00036199999999553256,0,0,0,0,0,0,0,0,0,0,0,0,1,0
