SIP,DIP,Prot,SPort,DPort,SBytes,SBytes_av,DBytes,DBytes_av,SBytes_std,DBytes_std,SBytes_max,DBytes_max,Start,Curr,Inter_av,Inter_std,Inter_max,NIdle,tIdle,tIdle_av,tIdle_std,NSPack,NDPack,SYN1,SYN2,FIN_init,FIN1,FIN2,T_Ind,T_Counter,T_Packets_max,T_Bytes_max,T_Dur_max,B_Counter,B_Packets,B_Packets_max,B_Bytes,B_Bytes_max,B_Dur,B_Dur_max,B_Ind,B_IndP,1B_Packets,1B_Bytes,1B_Dur,1B_Ind,Perc_B
131.243.141.149,128.3.161.96,TCP,1718,445,3157,225.5,1628,148.0,192883.39285714287,22185.454545454544,1380,427,327.158879,10.02215000000001,0.4008860000000004,3.705429610098719,9.829768999999999,1,9.829768999999999,9.829768999999999,96.62435859336098,14,11,True,True,1,True,True,True,1,25,7757,10.02215000000001,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.142.148,140.32.89.139,TCP,3110,443,1440,90.0,17952,854.8571428571429,46715.375,427948.693877551,751,1460,337.109824,0.6635890000000018,0.017934837837837884,0.0012846297405684178,0.11654200000003812,0,0,0,0,16,21,True,True,2,True,True,False,3,19,10733,0.47970199999997476,3,12,4,10708,5343,0.0034900000000561704,0.0013710000000060063,1.6666666666666667,1.6666666666666667,4,5343,0.001242000000047483,2,0.32432432432432434
131.243.160.133,131.243.143.80,TCP,54916,22,0,0.0,15,3.75,0.0,42.1875,0,15,338.027876,0.04584800000003497,0.005094222222226108,0.00014545321261710264,0.03911399999998366,0,0,0,0,5,4,True,True,1,True,True,True,1,9,30,0.04584800000003497,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.142.148,140.32.89.139,TCP,3111,443,801,89.0,796,88.44444444444444,41844.88888888889,19514.69135802469,658,412,337.750434,0.36002200000001494,0.02000122222222305,0.0012010712411726645,0.08656500000000733,0,0,0,0,9,9,True,True,2,True,True,False,1,10,1674,0.2633260000000064,2,8,4,697,674,0.011373999999989337,0.005871999999953914,1.5,1.5,4,674,0.005502000000035423,2,0.4444444444444444
131.243.142.148,140.32.89.139,TCP,3112,443,802,89.11111111111111,799,88.77777777777777,41971.43209876543,19731.283950617286,659,415,337.782427,0.3526350000000207,0.019590833333334483,0.001217310795916692,0.08593400000000884,0,0,0,0,9,9,True,True,2,True,True,False,1,10,1676,0.2618150000000128,2,8,4,700,677,0.007137999999997646,0.004997000000003027,1.5,1.5,4,677,0.004997000000003027,2,0.4444444444444444
131.243.142.148,140.32.89.140,TCP,3113,443,895,81.36363636363636,3181,318.1,27284.776859504134,283838.89,570,1460,337.783165,0.48731300000002875,0.02320538095238232,0.0013086304408078816,0.09031000000004497,0,0,0,0,11,10,True,True,2,True,True,False,1,17,5859,0.3971349999999916,1,4,4,23,23,0.004874000000029355,0.004874000000029355,1.0,1.0,4,23,0.004874000000029355,1,0.19047619047619047
131.243.142.148,140.32.89.139,TCP,3114,443,805,100.625,679,75.44444444444444,46521.234375,12454.246913580246,662,295,338.02689,0.3568950000000086,0.020993823529412273,0.0012767133441450842,0.08730299999996305,0,0,0,0,8,9,True,True,2,True,True,True,2,10,1682,0.2590850000000273,1,4,4,557,557,0.004997000000003027,0.004997000000003027,2.0,2.0,4,557,0.004997000000003027,2,0.23529411764705882
131.243.142.148,140.32.89.139,TCP,3115,443,805,89.44444444444444,679,75.44444444444444,42352.246913580246,12454.246913580246,662,295,338.056497,0.3783950000000118,0.0210219444444451,0.0012028457387190127,0.08743899999996074,0,0,0,0,9,9,True,True,2,True,True,True,2,11,1609,0.2595800000000281,1,4,4,557,557,0.005251999999984491,0.005251999999984491,2.0,2.0,4,557,0.005251999999984491,2,0.2222222222222222
131.243.142.148,140.32.89.139,TCP,3116,443,802,89.11111111111111,468,52.0,41971.43209876543,6478.444444444445,659,260,338.299599,0.3641410000000178,0.020230055555556545,0.0012721833729413623,0.08930800000001682,0,0,0,0,9,9,True,True,2,True,True,False,1,10,1676,0.2678240000000187,2,8,4,369,346,0.011512000000038825,0.006265000000041709,1.5,1.5,4,346,0.005246999999997115,2,0.4444444444444444
131.243.142.148,140.32.89.139,TCP,3117,443,803,89.22222222222223,495,55.0,42098.17283950617,6754.444444444445,660,260,338.353197,0.35327599999999393,0.019626444444444106,0.0012285317966907864,0.08593899999999621,0,0,0,0,9,9,True,True,2,True,True,False,1,10,1678,0.2624469999999519,2,8,4,396,373,0.004753000000050633,0.004004000000009,1.5,1.5,4,373,0.004004000000009,2,0.4444444444444444
131.243.141.160,205.233.167.238,TCP,3095,80,3787,378.7,9213,921.3,358075.21,450687.20999999996,1460,1460,338.192914,0.6775750000000471,0.03387875000000236,0.002333528502787729,0.15565599999996493,0,0,0,0,10,10,True,True,2,True,True,True,1,20,17240,0.6775750000000471,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.140.234,128.3.161.197,TCP,1613,135,228,32.57142857142857,212,42.4,3156.2448979591836,3543.04,156,152,314.671228,24.332335999999998,2.0276946666666666,44.530451468840496,24.159370000000024,1,24.159370000000024,24.159370000000024,583.6751587969012,7,5,True,True,1,True,True,True,1,12,808,24.332335999999998,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.141.170,208.203.52.203,TCP,1042,80,524,104.8,359,89.75,43932.159999999996,24165.1875,524,359,339.069139,0.24370599999997467,0.02707844444444163,0.0012901102302462124,0.07856499999996913,0,0,0,0,5,4,True,True,2,True,True,True,1,9,1242,0.24370599999997467,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.141.170,56.152.21.127,TCP,1044,80,528,66.0,12244,1020.3333333333334,30492.0,217721.22222222202,528,1260,339.268884,0.4187329999999747,0.020936649999998735,0.0012169676403278786,0.09215400000005047,0,0,0,0,8,12,True,True,2,True,True,True,2,13,11868,0.3315420000000131,1,4,4,4684,4684,0.0011179999999626489,0.0011179999999626489,2.0,2.0,4,4684,0.0011179999999626489,2,0.2
131.243.141.170,208.235.58.181,TCP,1046,80,350,70.0,205,68.33333333333333,19600.0,9338.88888888889,350,205,340.708883,0.27756799999997384,0.03469599999999673,0.0012394407312500979,0.0873149999999896,0,0,0,0,5,3,True,True,2,True,True,True,1,8,760,0.27756799999997384,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.141.170,208.235.56.187,TCP,1048,80,327,65.4,287,71.75,17108.64,10198.1875,327,244,340.961354,0.07619100000005119,0.008465666666672355,0.0002556005711115358,0.05197000000003982,0,0,0,0,5,4,True,True,2,True,True,True,1,9,858,0.07619100000005119,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.141.25,131.243.160.132,TCP,1455,1521,2442,87.21428571428571,3985,142.32142857142858,13613.382653061226,97704.86096938775,435,1380,341.279036,0.3682969999999841,0.006576732142856859,0.000344929968982035,0.08919000000003052,0,0,0,0,28,28,True,True,1,True,True,True,1,56,11219,0.3682969999999841,0,0,0,0,0,0,0,0,0,0,0,0,1,0
192.51.127.16,131.243.141.198,TCP,33379,80,554,50.36363636363637,13585,905.6666666666666,25364.95867768595,435829.2888888889,554,1460,338.784916,2.946844999999996,0.11334019230769216,0.24758361499838433,2.595171999999991,0,0,0,0,11,15,True,True,2,True,True,False,3,5,1460,0.21300800000000208,4,17,5,13585,5840,2.6028140000000235,2.5961899999999787,1.75,1.7647058823529411,4,2129,2.5961899999999787,2,0.6538461538461539
192.51.127.16,131.243.141.198,TCP,33833,80,249,41.5,1018,254.5,8611.25,194310.75,249,1018,341.887409,0.10732300000000805,0.010732300000000805,0.0004138420858098744,0.05655899999999292,0,0,0,0,6,4,True,True,2,True,True,True,1,10,2285,0.10732300000000805,0,0,0,0,0,0,0,0,0,0,0,0,1,0
192.51.127.16,131.243.141.198,TCP,33832,80,248,41.333333333333336,661,165.25,8542.22222222222,81922.6875,248,661,341.887403,0.10734000000002197,0.010734000000002197,0.0004139756469999654,0.05669000000000324,0,0,0,0,6,4,True,True,2,True,True,True,1,10,1570,0.10734000000002197,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.142.113,56.23.184.244,TCP,2261,80,406,67.66666666666667,671,134.2,22893.88888888889,72038.56,406,671,339.98308,2.854626000000053,0.2595114545454594,0.6153041276878862,2.738334000000009,0,0,0,0,6,5,True,True,2,True,True,True,1,11,1077,2.854626000000053,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.141.111,208.203.60.101,TCP,1370,80,603,37.6875,41332,1291.625,21305.21484375,203239.359375,603,1460,342.577877,0.8399749999999813,0.017499479166666276,0.0014288110545412937,0.1688750000000141,0,0,0,0,16,32,True,True,2,True,True,True,6,10,5284,0.24808000000001584,5,27,9,37960,13140,0.11675999999994247,0.11393099999997958,2.0,2.0,4,4380,0.11393099999997958,2,0.5625
131.243.140.4,128.3.161.96,TCP,1325,389,2639,219.91666666666666,5683,568.3,139450.57638888888,296669.81,1256,1352,326.491549,18.147693000000004,0.8248951363636365,13.950158644538014,17.939958000000047,1,17.939958000000047,17.939958000000047,321.8420930417657,12,10,True,True,1,True,True,True,2,16,12870,0.030217999999990752,1,4,4,61,61,18.116601000000003,18.116601000000003,1.0,1.0,4,61,18.116601000000003,1,0.18181818181818182
131.243.140.4,128.3.161.96,TCP,1326,389,1656,184.0,662,132.4,148291.77777777778,15408.64,1256,332,326.507526,18.13197100000002,1.2951407857142871,21.314622473577828,17.94032199999998,1,17.94032199999998,17.94032199999998,321.8551534636833,9,5,True,True,1,True,True,True,1,14,3319,18.13197100000002,0,0,0,0,0,0,0,0,0,0,0,0,1,0
128.3.164.248,131.243.141.82,TCP,25,1574,525,47.72727272727273,753,94.125,3059.107438016529,47172.609375,199,668,344.598003,0.4409820000000195,0.02320957894736945,0.004477168612348653,0.3018109999999865,0,0,0,0,11,8,True,False,1,True,True,True,1,19,2270,0.4409820000000195,0,0,0,0,0,0,0,0,0,0,0,0,1,0
128.3.215.60,131.243.143.119,TCP,723,13782,14,2.0,0,0.0,11.428571428571429,0.0,10,0,339.984311,5.943389000000025,0.4952824166666687,1.6940591429717173,4.679520999999966,1,4.679520999999966,4.679520999999966,21.89791678944068,7,5,True,True,1,True,True,True,1,12,16,5.943389000000025,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.143.119,131.243.55.251,TCP,2699,13720,48,8.0,19,3.1666666666666665,261.3333333333333,30.138888888888886,44,15,338.565568,7.533522000000005,0.6277935000000004,1.7942162733677351,4.778217999999981,1,4.778217999999981,4.778217999999981,0,6,6,True,True,2,True,True,True,1,12,111,7.533522000000005,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.142.148,140.32.89.139,TCP,3118,443,1138,87.53846153846153,7288,485.8666666666667,39525.78698224852,409339.98222222226,725,1460,345.772934,0.5608889999999747,0.020031749999999095,0.0013258661608302655,0.11342400000000907,0,0,0,0,13,15,True,True,2,True,True,True,1,28,12710,0.5608889999999747,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.142.148,140.32.89.139,TCP,3119,443,799,88.77777777777777,1683,187.0,41592.3950617284,160766.44444444444,656,1298,346.304979,0.3560200000000009,0.01977888888888894,0.0012133045017657846,0.08756500000004053,0,0,0,0,9,9,True,True,2,True,True,False,1,10,1670,0.26495599999998376,2,8,4,1584,1561,0.008244000000047436,0.0067400000000361615,1.5,1.5,4,1561,0.0067400000000361615,2,0.4444444444444444
131.243.142.148,140.32.89.139,TCP,3120,443,797,88.55555555555556,1211,134.55555555555554,41340.69135802469,66363.58024691358,654,827,346.348332,0.35276699999997163,0.01959816666666509,0.0012001370439163588,0.08592900000002146,0,0,0,0,9,9,True,True,2,True,True,True,2,11,1593,0.2612009999999714,1,4,4,1089,1089,0.005625000000009095,0.005625000000009095,2.0,2.0,4,1089,0.005625000000009095,2,0.2222222222222222
131.243.142.148,140.32.89.140,TCP,3121,443,748,83.11111111111111,538,59.77777777777778,35420.765432098764,11122.395061728395,605,346,346.349332,0.35177199999998265,0.019542888888887926,0.0011879604784323806,0.08643299999999954,0,0,0,0,9,9,True,True,2,True,True,False,1,10,1568,0.26021700000001147,2,8,4,439,416,0.009108000000026095,0.00498299999998153,1.5,1.5,4,416,0.00498299999998153,2,0.4444444444444444
131.243.143.154,209.1.182.227,TCP,2390,80,379,75.8,219,54.75,22982.56,6237.6875,379,190,346.596925,0.5036799999999744,0.0559644444444416,0.005786806871580226,0.16901000000001432,0,0,0,0,5,4,True,True,2,True,True,True,1,9,788,0.5036799999999744,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.141.170,56.152.21.127,TCP,1050,80,728,121.33333333333333,724,181.0,73608.88888888889,98283.0,728,724,347.044538,0.23471499999999423,0.023471499999999423,0.0012142210714501315,0.07731000000001131,0,0,0,0,6,4,True,True,2,True,True,True,1,10,1452,0.23471499999999423,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.141.170,208.203.50.138,TCP,1053,80,634,90.57142857142857,6742,749.1111111111111,49219.10204081633,342539.65432098776,634,1260,347.234411,0.5596479999999815,0.03497799999999884,0.0030526497475005807,0.17338300000000118,0,0,0,0,7,9,True,True,2,True,True,True,2,8,4222,0.2527099999999791,1,4,4,3780,3780,0.14203800000001365,0.14203800000001365,2.0,2.0,4,3780,0.14203800000001365,2,0.25
131.243.141.170,208.122.98.209,TCP,1058,80,497,82.83333333333333,584,146.0,34306.805555555555,63948.0,497,584,348.355105,0.04171200000001818,0.004171200000001818,4.0009441760058414e-05,0.021611000000007152,0,0,0,0,6,4,True,True,2,True,True,True,1,10,1081,0.04171200000001818,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.143.119,131.243.55.251,TCP,704,545,42,6.0,0,0.0,69.71428571428571,0.0,20,0,344.253475,4.216173000000026,0.3513477500000022,1.0314190074595222,3.7122420000000034,0,0,0,0,7,5,True,True,2,True,True,True,1,12,80,4.216173000000026,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.143.70,219.10.25.59,TCP,3381,80,499,55.44444444444444,8962,896.2,24592.69135802469,416661.16000000003,499,1460,347.903012,0.9611459999999852,0.050586631578946585,0.020775429074548487,0.5509069999999952,0,0,0,0,9,10,True,True,2,True,True,True,1,19,12669,0.9611459999999852,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.143.70,219.10.25.59,TCP,3382,80,391,78.2,233,46.6,24460.96,8686.24,391,233,348.858306,0.018218999999987773,0.0018218999999987772,3.338831689964898e-06,0.004859000000010383,0,0,0,0,5,5,True,True,2,True,True,True,1,10,624,0.018218999999987773,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.141.25,131.243.160.132,TCP,1457,1521,3322,94.91428571428571,3423,100.67647058823529,22760.878367346937,66800.98356401385,755,1380,349.460557,0.26284099999998034,0.003809289855072179,0.00011405029188696536,0.06858299999998962,0,0,0,0,35,34,True,True,1,True,True,True,1,69,12770,0.26284099999998034,0,0,0,0,0,0,0,0,0,0,0,0,1,0
60.142.19.234,131.243.140.243,TCP,4046,80,1182,131.33333333333334,5158,515.8,62961.555555555555,300438.76000000007,699,1452,346.820909,2.969201000000055,0.15627373684210816,0.320017995495777,2.550719000000015,0,0,0,0,9,10,True,True,2,True,True,True,2,9,2206,2.8983740000000466,1,5,5,4196,4196,0.0006239999999593238,0.0006239999999593238,2.0,2.0,5,4196,0.0006239999999593238,2,0.2631578947368421
131.243.142.113,204.132.103.219,TCP,2258,80,596,99.33333333333333,727,145.4,49335.555555555555,84564.64,596,727,107.888325,242.197339,22.01793990909091,4534.390885224727,234.86879,2,241.76672499999995,120.88336249999998,47.58150726422446,6,5,True,True,2,True,True,True,1,11,1323,242.19733900000003,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.140.73,218.201.93.31,TCP,1965,80,1051,210.2,1472,294.4,176736.16000000003,337943.44,1051,1457,349.913532,0.2717000000000098,0.02717000000000098,0.001203526921800634,0.07943800000003876,0,0,0,0,5,5,True,True,2,True,True,True,1,10,2523,0.2717000000000098,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.141.115,131.243.26.9,TCP,1741,445,3109,222.07142857142858,1628,148.0,189764.20918367346,22185.454545454544,1460,427,340.120127,10.133703999999966,0.4053481599999986,3.8028147621756667,9.957690000000014,1,9.957690000000014,9.957690000000014,99.15559013610027,14,11,True,True,1,True,True,True,1,25,7789,10.133703999999966,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.140.73,208.235.59.212,TCP,1975,80,371,74.2,90,30.0,22022.56,1800.0,371,90,350.723545,0.2724460000000022,0.03405575000000027,0.001378240701687826,0.0810690000000136,0,0,0,0,5,3,True,True,2,True,True,True,1,8,551,0.2724460000000022,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.140.73,208.235.59.212,TCP,1976,80,524,87.33333333333333,4408,734.6666666666666,38135.555555555555,526195.5555555557,524,1460,350.761515,0.5459050000000047,0.04549208333333373,0.003968832847908985,0.21338199999996732,0,0,0,0,6,6,True,True,2,True,True,True,1,12,7852,0.5459050000000047,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.140.73,59.77.114.3,TCP,1980,80,596,119.2,133,26.6,56834.56,2122.2400000000002,596,118,351.275828,0.140404999999987,0.014040499999998702,0.00028853908104999406,0.0564679999999953,0,0,0,0,5,5,True,True,2,True,True,True,1,10,729,0.140404999999987,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.141.170,56.81.30.25,TCP,1060,80,811,135.16666666666666,490,122.5,91350.1388888889,45018.75,811,490,351.313305,0.25046599999996033,0.025046599999996033,0.0012108445444403823,0.079195000000027,0,0,0,0,6,4,True,True,2,True,True,True,1,10,1301,0.25046599999996033,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.141.170,150.110.114.131,TCP,1062,80,566,94.33333333333333,5295,661.875,44493.88888888889,363849.609375,566,1260,351.519929,0.04646500000001197,0.0033189285714294264,1.0348568637733176e-05,0.011742999999967196,0,0,0,0,6,8,True,True,2,True,True,True,1,14,7121,0.04646500000001197,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.140.4,128.3.161.96,TCP,1324,1026,492,70.28571428571429,192,38.4,16602.77551020408,2314.2400000000002,368,112,326.483925,25.110388999999998,2.0925324166666663,47.68705656146276,24.995539000000008,1,24.995539000000008,24.995539000000008,624.7769699005214,7,5,True,True,1,True,True,True,1,12,1244,25.110388999999998,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.140.4,128.3.161.96,TCP,1321,135,384,48.0,364,60.666666666666664,4428.0,4620.88888888889,156,152,326.354998,25.239327000000003,1.8028090714285716,41.378848325040366,24.995540000000005,1,24.995540000000005,24.995540000000005,624.7770198916003,8,6,True,True,1,True,True,True,1,14,1424,25.239327000000003,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.141.86,164.177.30.204,TCP,2290,80,616,44.0,27433,1246.9545454545455,25168.0,249568.40702479333,616,1460,351.421994,0.6956840000000284,0.019324555555556344,0.0011560536110805993,0.0926860000000147,0,0,0,0,14,22,True,True,2,True,True,True,1,36,39729,0.6956840000000284,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.141.86,164.177.30.204,TCP,2291,80,394,78.8,153,30.6,24837.760000000002,3745.44,394,153,351.961551,0.2676890000000185,0.02676890000000185,0.0013164390374904183,0.0823169999999891,0,0,0,0,5,5,True,True,2,True,True,True,1,10,547,0.2676890000000185,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.141.86,164.177.30.204,TCP,2292,80,400,80.0,153,30.6,25600.0,3745.44,400,153,352.054354,0.25733100000002196,0.025733100000002194,0.0013566831946900384,0.08281099999999242,0,0,0,0,5,5,True,True,2,True,True,True,1,10,553,0.25733100000002196,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.141.177,204.116.37.26,TCP,1631,80,567,113.4,307,76.75,51438.240000000005,17671.6875,567,307,352.238617,0.08081700000002456,0.008979666666669396,8.953178711105234e-05,0.020967999999982112,0,0,0,0,5,4,True,True,2,True,True,True,1,9,1181,0.08081700000002456,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.141.115,131.243.160.98,TCP,1743,7777,412,58.857142857142854,284,56.8,19861.551020408166,12904.960000000001,404,284,344.110944,10.007284999999968,0.833940416666664,7.31531110820724,9.802549999999997,1,9.802549999999997,9.802549999999997,96.08998650249993,7,5,True,True,1,True,True,True,1,12,696,10.007284999999968,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.141.141,208.189.11.185,TCP,1498,443,13903,421.3030303030303,15992,551.448275862069,285761.4839302112,404581.41973840666,1460,1448,331.878887,23.228595999999982,0.3746547741935481,4.174675400111607,16.136679999999956,1,16.136679999999956,16.136679999999956,260.3924414223986,33,29,True,True,2,True,True,True,5,11,4844,17.626251000000025,7,33,6,18990,6962,0.7679780000000846,0.7123219999999719,1.5714285714285714,1.5454545454545454,4,150,0.0030330000000162727,2,0.532258064516129
131.243.141.88,204.52.84.176,TCP,1576,80,294,49.0,294,58.8,12005.0,13829.760000000002,294,294,357.712535,0.06669699999997647,0.006063363636361497,8.15997535040897e-05,0.023098000000004504,0,0,0,0,6,5,True,True,2,True,True,True,1,11,588,0.06669699999997647,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.141.88,204.52.78.117,TCP,1578,80,537,107.4,384,128.0,46139.04,32768.0,537,384,357.940522,0.06382999999999583,0.00797874999999948,9.397971268764688e-05,0.021474000000011984,0,0,0,0,5,3,True,True,2,True,True,True,1,8,1305,0.06382999999999583,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.141.88,204.52.84.174,TCP,1577,80,428,17.833333333333332,51191,1279.775,7314.63888888889,217651.97437499976,428,1460,357.76676,0.2453310000000215,0.003833296875000336,5.4519658364945485e-05,0.02033899999997857,0,0,0,0,24,40,True,True,2,True,True,True,5,18,16488,0.12340600000004542,5,32,11,36703,16060,0.004620000000102209,0.001373999999998432,1.8,1.84375,6,8760,0.0007479999999873144,2,0.5
131.243.141.88,208.235.56.187,TCP,1584,80,307,61.4,285,71.25,15079.84,10126.6875,307,243,358.416489,0.010474999999985357,0.0011638888888872618,1.0693754320916576e-06,0.0028599999999983083,0,0,0,0,5,4,True,True,2,True,True,True,1,9,835,0.010474999999985357,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.141.88,58.68.205.10,TCP,1581,80,312,62.4,202,67.33333333333333,15575.039999999999,9067.555555555557,312,202,358.247335,0.24271399999997811,0.030339249999997264,0.0014610121386872765,0.08530999999999267,0,0,0,0,5,3,True,True,2,True,True,True,1,8,716,0.24271399999997811,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.141.88,58.68.205.10,TCP,1582,80,312,62.4,202,67.33333333333333,15575.039999999999,9067.555555555557,312,202,358.285686,0.275195999999994,0.03439949999999925,0.001252189198250483,0.07744300000001658,0,0,0,0,5,3,True,True,2,True,True,True,1,8,716,0.275195999999994,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.141.141,208.189.11.184,TCP,1502,443,2650,220.83333333333334,6294,524.5,165604.97222222222,426857.9166666666,1460,1448,356.863678,1.7667989999999918,0.07361662499999966,0.09362318438873235,1.5383269999999811,0,0,0,0,12,12,True,True,1,True,True,True,1,24,10838,1.7667989999999918,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.141.88,204.52.78.117,TCP,1586,80,492,98.4,384,128.0,38730.240000000005,32768.0,492,384,358.700811,0.07544599999999946,0.009430749999999932,8.743388718728996e-05,0.021347999999989042,0,0,0,0,5,3,True,True,2,True,True,True,1,8,1260,0.07544599999999946,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.142.148,140.32.89.139,TCP,3122,443,929,58.0625,21043,914.9130434782609,36174.05859375,423160.2533081287,786,1460,347.638548,12.042400999999984,0.3087795128205124,3.2206658965743067,11.369706000000008,1,11.369706000000008,11.369706000000008,0,16,23,True,True,2,True,True,False,3,17,8024,11.727217999999993,3,13,5,12168,6802,0.05446400000005269,0.05159300000002531,1.6666666666666667,1.6923076923076923,4,5343,0.0016249999999899956,2,0.3333333333333333
131.243.142.148,140.32.89.139,TCP,3124,443,919,102.11111111111111,518,57.55555555555556,58140.54320987654,7130.913580246913,776,261,359.522695,0.39036399999997684,0.021686888888887604,0.001201951369876149,0.08792699999997922,0,0,0,0,9,9,True,True,2,True,True,True,1,18,2329,0.39036399999997684,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.142.148,140.32.89.139,TCP,3123,443,920,115.0,672,74.66666666666667,64107.25,12117.555555555555,777,288,359.516562,0.3966219999999794,0.023330705882351727,0.0012686098180897444,0.09206299999999601,0,0,0,0,8,9,True,True,2,True,True,True,2,10,1912,0.30230399999999236,1,4,4,550,550,0.0048850000000015825,0.0048850000000015825,2.0,2.0,4,550,0.0048850000000015825,2,0.23529411764705882
131.243.142.148,140.32.89.140,TCP,3125,443,873,109.125,538,59.77777777777778,56570.359375,11122.395061728395,730,346,359.621374,0.3882510000000252,0.022838294117648542,0.0012320755212667576,0.08606000000003178,0,0,0,0,8,9,True,True,2,True,True,True,2,10,1818,0.2920599999999922,1,4,4,416,416,0.004371999999989384,0.004371999999989384,2.0,2.0,4,416,0.004371999999989384,2,0.23529411764705882
131.243.142.148,140.32.89.139,TCP,3126,443,916,101.77777777777777,960,106.66666666666667,57692.17283950618,33962.88888888888,773,576,359.842364,0.3887510000000134,0.02159727777777852,0.0012143344690900863,0.08880900000002612,0,0,0,0,9,9,True,True,2,True,True,False,1,10,1904,0.26282800000001316,2,8,4,861,838,0.04225200000001905,0.03787399999998797,1.5,1.5,4,838,0.004378000000031079,2,0.4444444444444444
131.243.142.148,140.32.89.139,TCP,3127,443,923,115.375,1473,163.66666666666666,64604.734375,113275.33333333334,780,1088,359.842993,0.3881269999999972,0.022830999999999838,0.0012589247749413817,0.08832400000000007,0,0,0,0,8,9,True,True,2,True,True,True,2,10,1101,0.2650740000000269,1,4,4,1351,1351,0.007500999999990654,0.007500999999990654,2.0,2.0,4,1351,0.007500999999990654,2,0.23529411764705882
131.243.142.247,204.52.84.176,TCP,1490,80,294,58.8,294,58.8,13829.760000000002,13829.760000000002,294,294,360.176417,0.0676899999999705,0.00676899999999705,8.766116000015657e-05,0.022601000000008753,0,0,0,0,5,5,True,True,2,True,True,True,1,10,588,0.0676899999999705,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.142.247,204.52.78.117,TCP,1492,80,540,108.0,384,128.0,46656.0,32768.0,540,384,360.509584,0.06495599999999513,0.008119499999999391,9.135327775016372e-05,0.022349000000019714,0,0,0,0,5,3,True,True,2,True,True,True,1,8,1308,0.06495599999999513,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.142.247,204.52.84.174,TCP,1491,80,431,17.958333333333332,51191,1279.775,7417.539930555556,217651.97437499976,431,1460,360.233506,0.3686330000000453,0.005759890625000708,0.000307772471284715,0.13172999999994772,0,0,0,0,24,40,True,True,2,True,True,True,5,18,16491,0.17223900000004733,5,32,11,36627,16060,0.004248000000018237,0.0013759999999933825,1.8,1.84375,6,8760,0.0007489999999847896,2,0.5
131.243.141.82,205.254.73.90,TCP,1565,80,4193,322.53846153846155,3833,212.94444444444446,89393.94082840237,117808.94135802469,608,1460,312.678567,48.06936400000001,1.5506246451612906,70.21920757906449,47.44762400000002,1,47.44762400000002,47.44762400000002,2251.2770232453777,13,18,True,True,2,True,True,True,2,24,9238,48.02251799999999,1,4,4,1824,1824,0.021248000000014144,0.021248000000014144,2.0,2.0,4,1824,0.021248000000014144,2,0.12903225806451613
