SPort,DPort,Time,Size,Flag,Dir
40342,443,1610033384.9543314,1490,PA,Backward
40342,443,1610033384.955309,40,A,Forward
40342,443,1610033384.955309,1490,PA,Backward
40342,443,1610033384.955309,40,A,Forward
40342,443,1610033384.9562838,1490,PA,Backward
40342,443,1610033384.9562838,40,A,Forward
40342,443,1610033384.9562838,178,PA,Backward
40342,443,1610033384.9562838,40,A,Forward
34870,443,1610033384.957261,44,SA,Backward
34870,443,1610033384.957261,40,A,Forward
40342,443,1610033384.957261,2940,PA,Backward
40342,443,1610033384.9582362,40,A,Forward
40342,443,1610033384.9582362,1120,PA,Backward
40342,443,1610033384.9582362,40,A,Forward
34870,443,1610033384.9592834,557,PA,Forward
34870,443,1610033384.9592834,40,A,Backward
48584,443,1610033384.9592834,171,PA,Forward
48584,443,1610033384.960192,40,A,Backward
48584,443,1610033384.960192,138,PA,Forward
48584,443,1610033384.960192,40,A,Backward
40342,443,1610033384.961171,189,PA,Forward
40342,443,1610033384.961171,40,A,Backward
40342,443,1610033384.961171,131,PA,Forward
40342,443,1610033384.9621465,40,A,Backward
34870,443,1610033384.9621465,1492,PA,Backward
34870,443,1610033384.9621465,40,A,Forward
34870,443,1610033384.9631236,1492,PA,Backward
34870,443,1610033384.9631236,40,A,Forward
34870,443,1610033384.9640985,1232,PA,Backward
34870,443,1610033384.9640985,40,A,Forward
44958,443,1610033384.9640985,159,PA,Forward
44958,443,1610033384.9650757,40,A,Backward
34870,443,1610033384.9650757,86,PA,Backward
34870,443,1610033384.9650757,40,A,Forward
34870,443,1610033384.9660506,166,PA,Forward
34870,443,1610033384.9660506,40,A,Backward
48584,443,1610033384.9670281,1490,PA,Backward
48584,443,1610033384.9670281,40,A,Forward
48584,443,1610033384.9670281,1490,PA,Backward
48584,443,1610033384.968005,40,A,Forward
48584,443,1610033384.968005,1490,PA,Backward
48584,443,1610033384.968005,40,A,Forward
48584,443,1610033384.9689806,1490,PA,Backward
48584,443,1610033384.9694846,40,A,Forward
48584,443,1610033384.969514,1490,PA,Backward
48584,443,1610033384.969514,40,A,Forward
48584,443,1610033384.9704635,1490,PA,Backward
48584,443,1610033384.9704635,40,A,Forward
48584,443,1610033384.9704635,1490,PA,Backward
48584,443,1610033384.9714413,40,A,Forward
48584,443,1610033384.9714413,1490,PA,Backward
48584,443,1610033384.9714413,40,A,Forward
48584,443,1610033384.972417,1490,PA,Backward
48584,443,1610033384.972417,40,A,Forward
48584,443,1610033384.972417,1490,PA,Backward
48584,443,1610033384.973394,40,A,Forward
48584,443,1610033384.973394,1490,PA,Backward
48584,443,1610033384.973394,40,A,Forward
48584,443,1610033384.9743702,1490,PA,Backward
48584,443,1610033384.9743702,40,A,Forward
48584,443,1610033384.9743702,1490,PA,Backward
48584,443,1610033384.9753473,40,A,Forward
48584,443,1610033384.9753473,1490,PA,Backward
48584,443,1610033384.976323,40,A,Forward
48584,443,1610033384.976323,1490,PA,Backward
48584,443,1610033384.976323,40,A,Forward
48584,443,1610033384.9772987,1490,PA,Backward
48584,443,1610033384.9772987,40,A,Forward
48584,443,1610033384.9772987,1490,PA,Backward
48584,443,1610033384.9782739,40,A,Forward
48584,443,1610033384.9782739,1490,PA,Backward
48584,443,1610033384.9792607,40,A,Forward
48584,443,1610033384.9792607,1490,PA,Backward
48584,443,1610033384.9792607,40,A,Forward
48584,443,1610033384.9802315,1490,PA,Backward
48584,443,1610033384.9802315,40,A,Forward
48584,443,1610033384.9802315,803,PA,Backward
48584,443,1610033384.9812086,40,A,Forward
40342,443,1610033384.9812086,1490,PA,Backward
40342,443,1610033384.9812086,40,A,Forward
40342,443,1610033384.9821851,1490,PA,Backward
40342,443,1610033384.9821851,40,A,Forward
40342,443,1610033384.9821851,1490,PA,Backward
40342,443,1610033384.9831605,40,A,Forward
40342,443,1610033384.9831605,2902,PA,Backward
40342,443,1610033384.9831605,40,A,Forward
40342,443,1610033384.9841375,1490,PA,Backward
40342,443,1610033384.9841375,40,A,Forward
40342,443,1610033384.9841375,1490,PA,Backward
40342,443,1610033384.9851146,40,A,Forward
40342,443,1610033384.9851146,1490,PA,Backward
40342,443,1610033384.9851146,40,A,Forward
40342,443,1610033384.986089,1490,PA,Backward
40342,443,1610033384.986089,40,A,Forward
40342,443,1610033384.986089,1490,PA,Backward
40342,443,1610033384.9870656,40,A,Forward
40342,443,1610033384.9870656,1490,PA,Backward
40342,443,1610033384.9870656,40,A,Forward
40342,443,1610033384.9880424,1490,PA,Backward
40342,443,1610033384.9880424,40,A,Forward
40342,443,1610033384.9880424,1490,PA,Backward
40342,443,1610033384.989019,40,A,Forward
40342,443,1610033384.989019,1490,PA,Backward
40342,443,1610033384.989588,40,A,Forward
40342,443,1610033384.989588,1490,PA,Backward
40342,443,1610033384.989588,40,A,Forward
40342,443,1610033384.9905019,1490,PA,Backward
40342,443,1610033384.9905019,1490,PA,Backward
40342,443,1610033384.9914787,1490,PA,Backward
40342,443,1610033384.9914787,1490,PA,Backward
40342,443,1610033384.9914787,1490,PA,Backward
40342,443,1610033384.9924555,40,A,Forward
40342,443,1610033384.9924555,40,A,Forward
40342,443,1610033384.9924555,40,A,Forward
40342,443,1610033384.9924555,40,A,Forward
40342,443,1610033384.9934416,40,A,Forward
40342,443,1610033384.9934416,1490,PA,Backward
40342,443,1610033384.9934416,40,A,Forward
40342,443,1610033384.9944081,1490,PA,Backward
40342,443,1610033384.9944081,40,A,Forward
44958,443,1610033384.9953854,140,PA,Backward
44958,443,1610033384.9953854,40,A,Forward
44958,443,1610033384.996359,1470,PA,Backward
44958,443,1610033384.996359,40,A,Forward
40342,443,1610033384.996359,1490,PA,Backward
40342,443,1610033384.9973385,40,A,Forward
40342,443,1610033384.9973385,1490,PA,Backward
40342,443,1610033384.9973385,40,A,Forward
44958,443,1610033384.9983127,1470,PA,Backward
44958,443,1610033384.9983127,40,A,Forward
44958,443,1610033384.9983127,1470,PA,Backward
44958,443,1610033384.9993188,40,A,Forward
40342,443,1610033384.9993188,2940,PA,Backward
40342,443,1610033384.9993188,40,A,Forward
44958,443,1610033385.0002704,1470,PA,Backward
44958,443,1610033385.0002704,40,A,Forward
44958,443,1610033385.0002704,1470,PA,Backward
44958,443,1610033385.0012476,40,A,Forward
40342,443,1610033385.0012476,4390,PA,Backward
40342,443,1610033385.0012476,40,A,Forward
40342,443,1610033385.0022225,1490,PA,Backward
40342,443,1610033385.0022225,40,A,Forward
44958,443,1610033385.0022225,1470,PA,Backward
44958,443,1610033385.0031996,40,A,Forward
44958,443,1610033385.0031996,1470,PA,Backward
44958,443,1610033385.0031996,40,A,Forward
40342,443,1610033385.0041754,1490,PA,Backward
40342,443,1610033385.0041754,40,A,Forward
40342,443,1610033385.0041754,1082,PA,Backward
40342,443,1610033385.005152,40,A,Forward
44958,443,1610033385.005152,1470,PA,Backward
44958,443,1610033385.005152,40,A,Forward
44958,443,1610033385.0061288,1470,PA,Backward
44958,443,1610033385.0061288,40,A,Forward
44958,443,1610033385.0061288,1470,PA,Backward
44958,443,1610033385.0071063,40,A,Forward
44958,443,1610033385.0071063,1470,PA,Backward
44958,443,1610033385.0071063,40,A,Forward
44958,443,1610033385.0071063,1470,PA,Backward
44958,443,1610033385.0080812,40,A,Forward
44958,443,1610033385.0080812,1470,PA,Backward
44958,443,1610033385.0080812,40,A,Forward
44958,443,1610033385.0090585,1470,PA,Backward
44958,443,1610033385.0095716,40,A,Forward
44958,443,1610033385.0095716,1470,PA,Backward
44958,443,1610033385.0095716,40,A,Forward
44958,443,1610033385.010542,1470,PA,Backward
44958,443,1610033385.010542,40,A,Forward
44958,443,1610033385.010542,1470,PA,Backward
44958,443,1610033385.0115168,40,A,Forward
44958,443,1610033385.0115168,1470,PA,Backward
44958,443,1610033385.0115168,40,A,Forward
44958,443,1610033385.0124965,1470,PA,Backward
44958,443,1610033385.0124965,40,A,Forward
44958,443,1610033385.0124965,1470,PA,Backward
44958,443,1610033385.013471,40,A,Forward
44958,443,1610033385.013471,1470,PA,Backward
44958,443,1610033385.013471,40,A,Forward
44958,443,1610033385.0144486,1470,PA,Backward
44958,443,1610033385.0144486,40,A,Forward
44958,443,1610033385.0144486,1470,PA,Backward
44958,443,1610033385.0154252,40,A,Forward
34870,443,1610033385.0164003,91,PA,Backward
34870,443,1610033385.0164003,40,A,Forward
44958,443,1610033385.0164003,2422,PA,Backward
44958,443,1610033385.0173779,40,A,Forward
44958,443,1610033385.0173779,79,PA,Forward
44958,443,1610033385.0173779,40,A,Backward
34870,443,1610033385.0183523,446,PA,Forward
34870,443,1610033385.0183523,40,A,Backward
48584,443,1610033385.0193877,212,PA,Forward
48584,443,1610033385.0203118,40,A,Backward
40342,443,1610033385.0203118,137,PA,Forward
40342,443,1610033385.0203118,40,A,Backward
49162,443,1610033385.0222623,60,S,Forward
34870,443,1610033385.0232391,738,PA,Backward
34870,443,1610033385.0232391,40,A,Forward
48584,443,1610033385.0232391,1490,PA,Backward
48584,443,1610033385.0242164,40,A,Forward
48584,443,1610033385.0242164,5840,PA,Backward
48584,443,1610033385.0251918,40,A,Forward
48584,443,1610033385.0251918,1490,PA,Backward
48584,443,1610033385.0251918,40,A,Forward
48584,443,1610033385.0251918,1490,PA,Backward
48584,443,1610033385.0261672,40,A,Forward
48584,443,1610033385.0261672,1490,PA,Backward
48584,443,1610033385.0261672,40,A,Forward
48584,443,1610033385.027146,1490,PA,Backward
48584,443,1610033385.027146,40,A,Forward
48584,443,1610033385.027146,1490,PA,Backward
48584,443,1610033385.0281193,40,A,Forward
48584,443,1610033385.0281193,306,PA,Backward
48584,443,1610033385.0281193,40,A,Forward
40342,443,1610033385.0290961,1490,PA,Backward
40342,443,1610033385.0290961,40,A,Forward
40342,443,1610033385.0290961,4390,PA,Backward
40342,443,1610033385.0300732,40,A,Forward
40342,443,1610033385.0300732,1490,PA,Backward
40342,443,1610033385.0300732,40,A,Forward
40342,443,1610033385.0310504,1490,PA,Backward
40342,443,1610033385.0310504,40,A,Forward
40342,443,1610033385.0310504,1490,PA,Backward
40342,443,1610033385.0320256,40,A,Forward
40342,443,1610033385.0320256,1490,PA,Backward
40342,443,1610033385.0320256,40,A,Forward
40342,443,1610033385.0330021,1490,PA,Backward
40342,443,1610033385.0330021,40,A,Forward
40342,443,1610033385.0330021,1490,PA,Backward
40342,443,1610033385.0339775,40,A,Forward
40342,443,1610033385.0339775,1218,PA,Backward
40342,443,1610033385.0339775,40,A,Forward
49162,443,1610033385.0349545,44,SA,Backward
49162,443,1610033385.0349545,40,A,Forward
49162,443,1610033385.0349545,557,PA,Forward
49162,443,1610033385.0359316,40,A,Backward
49162,443,1610033385.0359316,1492,PA,Backward
49162,443,1610033385.0359316,40,A,Forward
49162,443,1610033385.0369089,1492,PA,Backward
49162,443,1610033385.0369089,40,A,Forward
49162,443,1610033385.0369089,424,PA,Backward
49162,443,1610033385.037884,40,A,Forward
49162,443,1610033385.037884,166,PA,Forward
49162,443,1610033385.037884,40,A,Backward
40342,443,1610033385.0403442,218,PA,Forward
40342,443,1610033385.0403442,40,A,Backward
48584,443,1610033385.04132,138,PA,Forward
48584,443,1610033385.04132,40,A,Backward
58500,443,1610033385.04132,64,PA,Forward
58500,443,1610033385.0422988,40,FA,Forward
58500,443,1610033385.0422988,40,A,Backward
58500,443,1610033385.043272,40,A,Backward
49162,443,1610033385.043272,91,PA,Backward
49162,443,1610033385.0442488,40,A,Forward
36780,443,1610033385.047179,60,S,Forward
49162,443,1610033385.047179,354,PA,Forward
49162,443,1610033385.048156,40,A,Backward
40342,443,1610033385.048156,954,PA,Backward
40342,443,1610033385.0491319,40,A,Forward
48584,443,1610033385.0491319,1490,PA,Backward
48584,443,1610033385.0496664,40,A,Forward
48584,443,1610033385.0496664,4390,PA,Backward
48584,443,1610033385.050615,40,A,Forward
48584,443,1610033385.050615,1490,PA,Backward
48584,443,1610033385.050615,40,A,Forward
48584,443,1610033385.050615,1490,PA,Backward
48584,443,1610033385.0515916,40,A,Forward
48584,443,1610033385.0515916,1490,PA,Backward
48584,443,1610033385.0515916,40,A,Forward
48584,443,1610033385.0525687,1490,PA,Backward
48584,443,1610033385.0525687,40,A,Forward
48584,443,1610033385.0525687,1490,PA,Backward
48584,443,1610033385.0535455,40,A,Forward
48584,443,1610033385.0535455,1490,PA,Backward
48584,443,1610033385.0535455,40,A,Forward
48584,443,1610033385.0545206,539,PA,Backward
48584,443,1610033385.0545206,40,A,Forward
58500,443,1610033385.0545206,40,FA,Backward
58500,443,1610033385.0554976,40,A,Forward
36780,443,1610033385.0554976,44,SA,Backward
36780,443,1610033385.0554976,40,A,Forward
49162,443,1610033385.0554976,1492,PA,Backward
49162,443,1610033385.0564728,40,A,Forward
49162,443,1610033385.0564728,1492,PA,Backward
49162,443,1610033385.0564728,40,A,Forward
49162,443,1610033385.05745,1492,PA,Backward
49162,443,1610033385.05745,40,A,Forward
49162,443,1610033385.05745,2944,PA,Backward
49162,443,1610033385.0584326,40,A,Forward
49162,443,1610033385.0584326,1366,PA,Backward
49162,443,1610033385.0584326,40,A,Forward
36780,443,1610033385.0594318,557,PA,Forward
36780,443,1610033385.0594318,40,A,Backward
36780,443,1610033385.0603836,1492,PA,Backward
36780,443,1610033385.0613577,40,A,Forward
36780,443,1610033385.0613577,1377,PA,Backward
36780,443,1610033385.0613577,40,A,Forward
36780,443,1610033385.0633123,104,PA,Forward
36780,443,1610033385.0633123,40,A,Backward
36780,443,1610033385.0633123,210,PA,Forward
36780,443,1610033385.0642874,337,PA,Forward
36780,443,1610033385.0642874,40,A,Backward
36780,443,1610033385.0642874,40,A,Backward
36780,443,1610033385.0652645,552,PA,Backward
36780,443,1610033385.0652645,40,A,Forward
36780,443,1610033385.0652645,71,PA,Forward
36780,443,1610033385.06624,40,A,Backward
36780,443,1610033385.06624,71,PA,Backward
36780,443,1610033385.06624,40,A,Forward
45386,443,1610033385.068192,60,S,Forward
36780,443,1610033385.0692027,893,PA,Backward
36780,443,1610033385.0692027,40,A,Forward
36780,443,1610033385.0692027,71,PA,Backward
36780,443,1610033385.0701609,40,A,Forward
36780,443,1610033385.0701609,110,PA,Forward
36780,443,1610033385.0701609,40,A,Backward
45386,443,1610033385.0711267,44,SA,Backward
45386,443,1610033385.0711267,40,A,Forward
45386,443,1610033385.0711267,557,PA,Forward
45386,443,1610033385.0711267,40,A,Backward
36780,443,1610033385.0721014,1431,PA,Backward
36780,443,1610033385.0721014,40,A,Forward
36780,443,1610033385.0730789,1492,PA,Backward
36780,443,1610033385.0730789,40,A,Forward
36780,443,1610033385.0730789,2079,PA,Backward
36780,443,1610033385.074054,40,A,Forward
36780,443,1610033385.074054,1431,PA,Backward
36780,443,1610033385.074054,40,A,Forward
36780,443,1610033385.0750308,1431,PA,Backward
36780,443,1610033385.0750308,40,A,Forward
36780,443,1610033385.0750308,1492,PA,Backward
36780,443,1610033385.0760052,40,A,Forward
36780,443,1610033385.0760052,1370,PA,Backward
36780,443,1610033385.0760052,40,A,Forward
36780,443,1610033385.0769815,1492,PA,Backward
36780,443,1610033385.0769815,40,A,Forward
36780,443,1610033385.0769815,1492,PA,Backward
36780,443,1610033385.0789344,40,A,Forward
36780,443,1610033385.0789344,1492,PA,Backward
36780,443,1610033385.079911,40,A,Forward
36780,443,1610033385.079911,1248,PA,Backward
36780,443,1610033385.0808883,40,A,Forward
36780,443,1610033385.0818632,1492,PA,Backward
36780,443,1610033385.0818632,40,A,Forward
36780,443,1610033385.0828402,1247,PA,Backward
36780,443,1610033385.0828402,40,A,Forward
36780,443,1610033385.0838172,1492,PA,Backward
36780,443,1610033385.0838172,40,A,Forward
36780,443,1610033385.0838172,1370,PA,Backward
36780,443,1610033385.084792,40,A,Forward
36780,443,1610033385.084792,1492,PA,Backward
36780,443,1610033385.0857694,40,A,Forward
36780,443,1610033385.0857694,1492,PA,Backward
36780,443,1610033385.0867445,40,A,Forward
36780,443,1610033385.0877223,310,PA,Backward
36780,443,1610033385.0877223,40,A,Forward
36780,443,1610033385.0877223,1431,PA,Backward
36780,443,1610033385.0886993,1431,PA,Backward
36780,443,1610033385.0886993,1492,PA,Backward
36780,443,1610033385.0896733,40,A,Forward
36780,443,1610033385.0896733,1370,PA,Backward
36780,443,1610033385.0896733,40,A,Forward
36780,443,1610033385.0906506,637,PA,Backward
36780,443,1610033385.0906506,40,A,Forward
36780,443,1610033385.0906506,1431,PA,Backward
36780,443,1610033385.0916278,40,A,Forward
36780,443,1610033385.0916278,1492,PA,Backward
36780,443,1610033385.0916278,40,A,Forward
36780,443,1610033385.0926049,1370,PA,Backward
36780,443,1610033385.0926049,40,A,Forward
36780,443,1610033385.0926049,1492,PA,Backward
36780,443,1610033385.0935817,40,A,Forward
36780,443,1610033385.0935817,1492,PA,Backward
36780,443,1610033385.0935817,40,A,Forward
36780,443,1610033385.094561,1309,PA,Backward
36780,443,1610033385.094561,40,A,Forward
36780,443,1610033385.094561,1492,PA,Backward
36780,443,1610033385.095534,40,A,Forward
36780,443,1610033385.095534,1492,PA,Backward
36780,443,1610033385.095534,40,A,Forward
36780,443,1610033385.0965092,146,PA,Backward
36780,443,1610033385.0965092,40,A,Forward
36780,443,1610033385.0965092,1431,PA,Backward
36780,443,1610033385.097486,40,A,Forward
36780,443,1610033385.097486,1431,PA,Backward
36780,443,1610033385.097486,1492,PA,Backward
36780,443,1610033385.0984619,40,A,Forward
36780,443,1610033385.0984619,1370,PA,Backward
36780,443,1610033385.0984619,40,A,Forward
36780,443,1610033385.0994825,1492,PA,Backward
36780,443,1610033385.0994825,40,A,Forward
36780,443,1610033385.0994825,1492,PA,Backward
36780,443,1610033385.1004183,40,A,Forward
36780,443,1610033385.1004183,5110,PA,Backward
36780,443,1610033385.1004183,40,A,Forward
36780,443,1610033385.1013956,1492,PA,Backward
36780,443,1610033385.1013956,40,A,Forward
36780,443,1610033385.1023722,1492,PA,Backward
36780,443,1610033385.1023722,40,A,Forward
36780,443,1610033385.1023722,2839,PA,Backward
36780,443,1610033385.1033502,40,A,Forward
36780,443,1610033385.1033502,1492,PA,Backward
36780,443,1610033385.1033502,40,A,Forward
36780,443,1610033385.1033502,1387,PA,Backward
36780,443,1610033385.1043255,40,A,Forward
36780,443,1610033385.1043255,1492,PA,Backward
36780,443,1610033385.1043255,40,A,Forward
36780,443,1610033385.105301,1492,PA,Backward
36780,443,1610033385.105301,40,A,Forward
36780,443,1610033385.105301,1954,PA,Backward
36780,443,1610033385.1062782,40,A,Forward
36780,443,1610033385.1062782,1492,PA,Backward
36780,443,1610033385.1062782,40,A,Forward
36780,443,1610033385.1072536,1492,PA,Backward
36780,443,1610033385.1072536,40,A,Forward
36780,443,1610033385.1072536,1387,PA,Backward
36780,443,1610033385.1082304,40,A,Forward
36780,443,1610033385.1082304,1492,PA,Backward
36780,443,1610033385.1082304,40,A,Forward
36780,443,1610033385.109238,1492,PA,Backward
36780,443,1610033385.109238,40,A,Forward
36780,443,1610033385.109238,4291,PA,Backward
36780,443,1610033385.110186,40,A,Forward
36780,443,1610033385.110186,1492,PA,Backward
36780,443,1610033385.110186,40,A,Forward
36780,443,1610033385.110186,604,PA,Backward
36780,443,1610033385.1111634,40,A,Forward
48584,443,1610033385.1111634,338,PA,Forward
36780,443,1610033385.112143,1492,PA,Backward
36780,443,1610033385.112143,40,A,Forward
48584,443,1610033385.112143,40,A,Backward
36780,443,1610033385.1131158,1492,PA,Backward
36780,443,1610033385.1131158,40,A,Forward
36780,443,1610033385.1131158,1387,PA,Backward
36780,443,1610033385.114093,40,A,Forward
36780,443,1610033385.114093,1492,PA,Backward
36780,443,1610033385.114093,40,A,Forward
36780,443,1610033385.1150684,1492,PA,Backward
36780,443,1610033385.1150684,40,A,Forward
36780,443,1610033385.1150684,1387,PA,Backward
36780,443,1610033385.116044,40,A,Forward
36780,443,1610033385.116044,1492,PA,Backward
36780,443,1610033385.116044,40,A,Forward
36780,443,1610033385.1170213,1492,PA,Backward
36780,443,1610033385.1170213,40,A,Forward
36780,443,1610033385.1170213,1492,PA,Backward
36780,443,1610033385.117998,40,A,Forward
45386,443,1610033385.117998,1492,PA,Backward
45386,443,1610033385.117998,40,A,Forward
36780,443,1610033385.1189737,625,PA,Backward
36780,443,1610033385.1194777,40,A,Forward
45386,443,1610033385.1195433,1492,PA,Backward
45386,443,1610033385.1195433,40,A,Forward
45386,443,1610033385.1204576,424,PA,Backward
45386,443,1610033385.1204576,40,A,Forward
36780,443,1610033385.1204576,1492,PA,Backward
36780,443,1610033385.1214345,40,A,Forward
36780,443,1610033385.1214345,1492,PA,Backward
36780,443,1610033385.1214345,40,A,Forward
36780,443,1610033385.122411,1387,PA,Backward
36780,443,1610033385.122411,40,A,Forward
36780,443,1610033385.122411,1492,PA,Backward
36780,443,1610033385.1233861,40,A,Forward
36780,443,1610033385.1233861,1492,PA,Backward
36780,443,1610033385.1233861,40,A,Forward
36780,443,1610033385.1233861,1387,PA,Backward
36780,443,1610033385.124363,40,A,Forward
36780,443,1610033385.124363,1492,PA,Backward
36780,443,1610033385.124363,40,A,Forward
45386,443,1610033385.1253383,166,PA,Forward
36780,443,1610033385.1253383,1492,PA,Backward
36780,443,1610033385.126315,40,A,Forward
45386,443,1610033385.126315,40,A,Backward
45386,443,1610033385.126315,1030,PA,Forward
45386,443,1610033385.1272929,40,A,Backward
36780,443,1610033385.1272929,1492,PA,Backward
36780,443,1610033385.1272929,40,A,Forward
36780,443,1610033385.1282678,503,PA,Backward
36780,443,1610033385.1282678,40,A,Forward
36780,443,1610033385.1282678,2944,PA,Backward
36780,443,1610033385.1292853,40,A,Forward
36780,443,1610033385.1292853,4291,PA,Backward
36780,443,1610033385.1292853,40,A,Forward
36780,443,1610033385.1302242,1387,PA,Backward
36780,443,1610033385.1302242,40,A,Forward
36780,443,1610033385.1302242,1492,PA,Backward
36780,443,1610033385.1311998,40,A,Forward
36780,443,1610033385.1311998,1492,PA,Backward
36780,443,1610033385.1311998,40,A,Forward
36780,443,1610033385.1321778,1492,PA,Backward
36780,443,1610033385.1321778,40,A,Forward
36780,443,1610033385.1321778,8807,PA,Backward
36780,443,1610033385.1331532,40,A,Forward
36780,443,1610033385.1331532,813,PA,Backward
36780,443,1610033385.1331532,40,A,Forward
36780,443,1610033385.135107,1492,PA,Backward
36780,443,1610033385.135107,40,A,Forward
36780,443,1610033385.1360843,1431,PA,Backward
36780,443,1610033385.1360843,40,A,Forward
36780,443,1610033385.1360843,1492,PA,Backward
36780,443,1610033385.1370592,40,A,Forward
36780,443,1610033385.1370592,1492,PA,Backward
36780,443,1610033385.1370592,40,A,Forward
36780,443,1610033385.1380346,1492,PA,Backward
36780,443,1610033385.1380346,40,A,Forward
36780,443,1610033385.1380346,1957,PA,Backward
36780,443,1610033385.139011,40,A,Forward
36780,443,1610033385.139011,1492,PA,Backward
36780,443,1610033385.139011,40,A,Forward
36780,443,1610033385.1399887,1492,PA,Backward
36780,443,1610033385.1399887,40,A,Forward
36780,443,1610033385.1399887,1370,PA,Backward
36780,443,1610033385.1409638,40,A,Forward
36780,443,1610033385.1409638,1492,PA,Backward
36780,443,1610033385.1409638,40,A,Forward
36780,443,1610033385.1419394,1492,PA,Backward
36780,443,1610033385.1419394,40,A,Forward
36780,443,1610033385.1419394,1492,PA,Backward
36780,443,1610033385.1429162,40,A,Forward
36780,443,1610033385.1429162,1003,PA,Backward
36780,443,1610033385.1429162,40,A,Forward
36780,443,1610033385.1438932,1492,PA,Backward
36780,443,1610033385.1438932,40,A,Forward
36780,443,1610033385.1438932,1492,PA,Backward
36780,443,1610033385.1448674,40,A,Forward
36780,443,1610033385.1448674,1492,PA,Backward
36780,443,1610033385.1448674,40,A,Forward
36780,443,1610033385.1448674,1370,PA,Backward
36780,443,1610033385.1458452,40,A,Forward
36780,443,1610033385.1458452,1492,PA,Backward
36780,443,1610033385.1458452,40,A,Forward
36780,443,1610033385.1468222,1492,PA,Backward
36780,443,1610033385.1468222,40,A,Forward
36780,443,1610033385.1468222,1640,PA,Backward
36780,443,1610033385.1478398,40,A,Forward
36780,443,1610033385.1478398,1492,PA,Backward
36780,443,1610033385.1478398,40,A,Forward
36780,443,1610033385.1487749,1492,PA,Backward
36780,443,1610033385.1487749,40,A,Forward
36780,443,1610033385.1487749,1906,PA,Backward
36780,443,1610033385.149752,40,A,Forward
36780,443,1610033385.149752,1492,PA,Backward
36780,443,1610033385.149752,40,A,Forward
36780,443,1610033385.1507254,1492,PA,Backward
36780,443,1610033385.1507254,40,A,Forward
36780,443,1610033385.1507254,1492,PA,Backward
36780,443,1610033385.1517043,40,A,Forward
36780,443,1610033385.1517043,1187,PA,Backward
36780,443,1610033385.1517043,40,A,Forward
36780,443,1610033385.1526794,5893,PA,Backward
36780,443,1610033385.1526794,40,A,Forward
36780,443,1610033385.1526794,1492,PA,Backward
36780,443,1610033385.1536565,40,A,Forward
36780,443,1610033385.1536565,1492,PA,Backward
36780,443,1610033385.1536565,40,A,Forward
36780,443,1610033385.1546311,1309,PA,Backward
36780,443,1610033385.1546311,40,A,Forward
36780,443,1610033385.1546311,1492,PA,Backward
36780,443,1610033385.1556094,40,A,Forward
36780,443,1610033385.1556094,2944,PA,Backward
36780,443,1610033385.1556094,40,A,Forward
36780,443,1610033385.1565847,1492,PA,Backward
36780,443,1610033385.1565847,40,A,Forward
36780,443,1610033385.1565847,1492,PA,Backward
36780,443,1610033385.1575613,40,A,Forward
36780,443,1610033385.1575613,754,PA,Backward
36780,443,1610033385.1575613,40,A,Forward
36780,443,1610033385.158537,1492,PA,Backward
36780,443,1610033385.158537,40,A,Forward
36780,443,1610033385.158537,1492,PA,Backward
36780,443,1610033385.158537,40,A,Forward
36780,443,1610033385.1595137,1387,PA,Backward
36780,443,1610033385.1595137,40,A,Forward
36780,443,1610033385.1595137,1492,PA,Backward
36780,443,1610033385.160493,40,A,Forward
36780,443,1610033385.160493,1492,PA,Backward
36780,443,1610033385.1614656,1387,PA,Backward
36780,443,1610033385.1624436,1492,PA,Backward
36780,443,1610033385.1624436,40,A,Forward
36780,443,1610033385.1624436,40,A,Forward
36780,443,1610033385.1634192,40,A,Forward
36780,443,1610033385.1634192,1492,PA,Backward
36780,443,1610033385.1634192,40,A,Forward
36780,443,1610033385.1643963,1492,PA,Backward
36780,443,1610033385.1643963,40,A,Forward
36780,443,1610033385.1643963,502,PA,Backward
36780,443,1610033385.1653862,40,A,Forward
36780,443,1610033385.1653862,1492,PA,Backward
36780,443,1610033385.1653862,40,A,Forward
36780,443,1610033385.1663492,4291,PA,Backward
36780,443,1610033385.1663492,40,A,Forward
36780,443,1610033385.1663492,1492,PA,Backward
36780,443,1610033385.1673238,40,A,Forward
36780,443,1610033385.1673238,1492,PA,Backward
36780,443,1610033385.1673238,40,A,Forward
36780,443,1610033385.1673238,1492,PA,Backward
36780,443,1610033385.1683013,40,A,Forward
36780,443,1610033385.1683013,1387,PA,Backward
36780,443,1610033385.1683013,40,A,Forward
48584,443,1610033385.1692762,1101,PA,Backward
48584,443,1610033385.1692762,40,A,Forward
36780,443,1610033385.1692762,1492,PA,Backward
36780,443,1610033385.1702535,40,A,Forward
36780,443,1610033385.1702535,1492,PA,Backward
36780,443,1610033385.1712291,40,A,Forward
36780,443,1610033385.1712291,6307,PA,Backward
36780,443,1610033385.1712291,40,A,Forward
36780,443,1610033385.172204,1387,PA,Backward
36780,443,1610033385.172204,40,A,Forward
36780,443,1610033385.172204,1492,PA,Backward
36780,443,1610033385.172204,40,A,Forward
36780,443,1610033385.173182,1492,PA,Backward
36780,443,1610033385.173182,40,A,Forward
36780,443,1610033385.173182,1492,PA,Backward
36780,443,1610033385.1741586,40,A,Forward
36780,443,1610033385.1741586,625,PA,Backward
36780,443,1610033385.1741586,40,A,Forward
