SPort,DPort,Time,Size,Flag,Dir
48584,443,1610033385.3869896,40,A,Forward
48584,443,1610033385.3869896,1490,PA,Backward
48584,443,1610033385.387965,40,A,Forward
48584,443,1610033385.387965,1490,PA,Backward
48584,443,1610033385.387965,40,A,Forward
48584,443,1610033385.388942,1490,PA,Backward
48584,443,1610033385.388942,40,A,Forward
48584,443,1610033385.388942,2940,PA,Backward
48584,443,1610033385.389919,40,A,Forward
48584,443,1610033385.3908942,1490,PA,Backward
48584,443,1610033385.3908942,40,A,Forward
48584,443,1610033385.3928463,1490,PA,Backward
48584,443,1610033385.3928463,40,A,Forward
55180,443,1610033385.393823,60,S,Forward
48584,443,1610033385.393823,1490,PA,Backward
48584,443,1610033385.3947988,40,A,Forward
48584,443,1610033385.3947988,1490,PA,Backward
48584,443,1610033385.3947988,40,A,Forward
44700,443,1610033385.3957744,252,PA,Backward
44700,443,1610033385.3957744,40,A,Forward
48584,443,1610033385.3957744,2306,PA,Backward
48584,443,1610033385.3967524,40,A,Forward
44700,443,1610033385.3967524,104,PA,Forward
44700,443,1610033385.3967524,40,A,Backward
44700,443,1610033385.3977296,210,PA,Forward
44700,443,1610033385.3977296,463,PA,Forward
44700,443,1610033385.3987062,40,A,Backward
44700,443,1610033385.3987062,40,A,Backward
48584,443,1610033385.4006588,604,PA,Backward
48584,443,1610033385.4006588,40,A,Forward
36780,443,1610033385.4016335,2944,PA,Backward
36780,443,1610033385.4016335,40,A,Forward
36780,443,1610033385.4016335,2944,PA,Backward
36780,443,1610033385.402611,40,A,Forward
36780,443,1610033385.402611,1492,PA,Backward
36780,443,1610033385.402611,40,A,Forward
36780,443,1610033385.4035845,2944,PA,Backward
36780,443,1610033385.4035845,40,A,Forward
36780,443,1610033385.4035845,1492,PA,Backward
36780,443,1610033385.4045632,40,A,Forward
36780,443,1610033385.4045632,2944,PA,Backward
36780,443,1610033385.4045632,40,A,Forward
44958,443,1610033385.4055388,7140,A,Backward
44958,443,1610033385.4055388,40,A,Forward
44958,443,1610033385.4055388,4480,PA,Backward
44958,443,1610033385.4065151,40,A,Forward
44958,443,1610033385.4065151,1470,PA,Backward
44958,443,1610033385.4065151,40,A,Forward
44958,443,1610033385.4074926,1470,PA,Backward
44958,443,1610033385.4074926,40,A,Forward
44958,443,1610033385.4074926,1470,PA,Backward
44958,443,1610033385.408469,40,A,Forward
44958,443,1610033385.408469,1470,PA,Backward
44958,443,1610033385.408469,40,A,Forward
44958,443,1610033385.409444,1470,PA,Backward
44958,443,1610033385.409444,40,A,Forward
44958,443,1610033385.409444,1470,PA,Backward
44958,443,1610033385.4104197,40,A,Forward
44958,443,1610033385.4104197,1470,PA,Backward
44958,443,1610033385.4104197,40,A,Forward
44958,443,1610033385.411397,1470,PA,Backward
44958,443,1610033385.411397,40,A,Forward
44958,443,1610033385.411397,1470,PA,Backward
44958,443,1610033385.4123743,40,A,Forward
55180,443,1610033385.4123743,44,SA,Backward
55180,443,1610033385.4133494,40,A,Forward
44700,443,1610033385.4133494,620,PA,Backward
44700,443,1610033385.4133494,40,A,Forward
44700,443,1610033385.4143262,71,PA,Forward
44700,443,1610033385.4143262,40,A,Backward
44700,443,1610033385.4143262,71,PA,Backward
44700,443,1610033385.4153037,40,A,Forward
44958,443,1610033385.4153037,1470,PA,Backward
44958,443,1610033385.4153037,40,A,Forward
44958,443,1610033385.4153037,1470,PA,Backward
44958,443,1610033385.4162786,40,A,Forward
55180,443,1610033385.4182305,557,PA,Forward
55180,443,1610033385.4182305,40,A,Backward
44958,443,1610033385.4182305,2900,PA,Backward
44958,443,1610033385.4192064,40,A,Forward
44958,443,1610033385.4192064,1470,PA,Backward
44958,443,1610033385.4192064,40,A,Forward
44958,443,1610033385.4211593,1470,PA,Backward
44958,443,1610033385.4211593,40,A,Forward
60250,443,1610033385.4211593,60,S,Forward
44958,443,1610033385.4221354,1470,PA,Backward
44958,443,1610033385.4221354,40,A,Forward
44958,443,1610033385.4221354,875,PA,Backward
44958,443,1610033385.423113,79,PA,Forward
44958,443,1610033385.423113,40,A,Backward
44700,443,1610033385.423113,352,PA,Backward
44700,443,1610033385.4240875,40,A,Forward
44700,443,1610033385.4240875,621,PA,Backward
44700,443,1610033385.4240875,40,A,Forward
44700,443,1610033385.4250665,79,PA,Backward
44700,443,1610033385.4250665,40,A,Forward
44700,443,1610033385.4250665,79,PA,Forward
48584,443,1610033385.4260418,430,PA,Backward
48584,443,1610033385.4260418,40,A,Forward
44700,443,1610033385.4260418,40,A,Backward
48584,443,1610033385.4270172,71,PA,Backward
48584,443,1610033385.4270172,40,A,Forward
36780,443,1610033385.4270172,1492,PA,Backward
36780,443,1610033385.427997,40,A,Forward
36780,443,1610033385.427997,1492,PA,Backward
36780,443,1610033385.427997,40,A,Forward
36780,443,1610033385.428968,1492,PA,Backward
36780,443,1610033385.428968,40,A,Forward
36780,443,1610033385.429947,1492,PA,Backward
36780,443,1610033385.429947,40,A,Forward
36780,443,1610033385.429947,1492,PA,Backward
36780,443,1610033385.430922,40,A,Forward
36780,443,1610033385.430922,4396,PA,Backward
36780,443,1610033385.430922,40,A,Forward
36780,443,1610033385.4318986,1492,PA,Backward
36780,443,1610033385.4318986,40,A,Forward
36780,443,1610033385.4318986,1492,PA,Backward
36780,443,1610033385.4328756,40,A,Forward
36780,443,1610033385.4328756,1492,PA,Backward
36780,443,1610033385.4328756,40,A,Forward
36780,443,1610033385.4338508,1492,PA,Backward
36780,443,1610033385.4338508,40,A,Forward
36780,443,1610033385.4338508,1492,PA,Backward
36780,443,1610033385.4348288,40,A,Forward
36780,443,1610033385.4348288,1492,PA,Backward
36780,443,1610033385.4348288,40,A,Forward
36780,443,1610033385.4358044,2944,PA,Backward
36780,443,1610033385.4358044,40,A,Forward
36780,443,1610033385.4358044,1492,PA,Backward
36780,443,1610033385.4367802,40,A,Forward
36780,443,1610033385.4367802,1492,PA,Backward
36780,443,1610033385.4367802,40,A,Forward
60250,443,1610033385.4377575,44,SA,Backward
60250,443,1610033385.4377575,40,A,Forward
55180,443,1610033385.4377575,1492,PA,Backward
55180,443,1610033385.4387326,40,A,Forward
55180,443,1610033385.4387326,1492,PA,Backward
55180,443,1610033385.4387326,40,A,Forward
55180,443,1610033385.4397092,1492,PA,Backward
55180,443,1610033385.4397092,40,A,Forward
55180,443,1610033385.4397092,1278,PA,Backward
55180,443,1610033385.4406908,40,A,Forward
60250,443,1610033385.4406908,557,PA,Forward
60250,443,1610033385.4406908,40,A,Backward
36780,443,1610033385.4416616,1492,PA,Backward
36780,443,1610033385.4416616,40,A,Forward
55180,443,1610033385.4416616,166,PA,Forward
55180,443,1610033385.442637,40,A,Backward
36780,443,1610033385.4436142,1492,PA,Backward
36780,443,1610033385.4445906,40,A,Forward
36780,443,1610033385.4445906,5848,PA,Backward
36780,443,1610033385.445568,9722,PA,Backward
36780,443,1610033385.445568,40,A,Forward
60250,443,1610033385.445568,1490,PA,Backward
60250,443,1610033385.446544,40,A,Forward
60250,443,1610033385.446544,1490,PA,Backward
60250,443,1610033385.446544,40,A,Forward
60250,443,1610033385.4475183,1032,PA,Backward
60250,443,1610033385.4475183,40,A,Forward
60250,443,1610033385.4475183,104,PA,Forward
60250,443,1610033385.4484959,40,A,Backward
60250,443,1610033385.4484959,210,PA,Forward
60250,443,1610033385.4484959,503,PA,Forward
60250,443,1610033385.4494727,40,A,Backward
60250,443,1610033385.4494727,40,A,Backward
45386,443,1610033385.4494727,1036,PA,Forward
45386,443,1610033385.45045,40,A,Backward
55180,443,1610033385.45045,91,PA,Backward
55180,443,1610033385.4514253,40,A,Forward
60250,443,1610033385.4533787,102,PA,Backward
60250,443,1610033385.4533787,40,A,Forward
60250,443,1610033385.4533787,71,PA,Forward
60250,443,1610033385.4543538,40,A,Backward
60250,443,1610033385.4543538,71,PA,Backward
60250,443,1610033385.4543538,40,A,Forward
60250,443,1610033385.455329,1490,PA,Backward
60250,443,1610033385.455329,40,A,Forward
60250,443,1610033385.455329,1490,PA,Backward
60250,443,1610033385.455329,40,A,Forward
60250,443,1610033385.4563062,1490,PA,Backward
60250,443,1610033385.4563062,40,A,Forward
60250,443,1610033385.4563062,1490,PA,Backward
60250,443,1610033385.457283,40,A,Forward
60250,443,1610033385.457283,1490,PA,Backward
60250,443,1610033385.457283,40,A,Forward
60250,443,1610033385.4582586,1490,PA,Backward
60250,443,1610033385.4582586,40,A,Forward
60250,443,1610033385.4582586,1490,PA,Backward
60250,443,1610033385.4592342,40,A,Forward
60250,443,1610033385.4592342,1490,PA,Backward
60250,443,1610033385.4592342,40,A,Forward
60250,443,1610033385.4602113,1490,PA,Backward
60250,443,1610033385.4602113,40,A,Forward
60250,443,1610033385.4602113,1490,PA,Backward
60250,443,1610033385.4611893,40,A,Forward
60250,443,1610033385.4611893,1490,PA,Backward
60250,443,1610033385.4621623,40,A,Forward
60250,443,1610033385.4621623,1490,PA,Backward
60250,443,1610033385.46314,40,A,Forward
60250,443,1610033385.46314,1490,PA,Backward
60250,443,1610033385.46314,40,A,Forward
60250,443,1610033385.46314,1490,PA,Backward
60250,443,1610033385.4641168,40,A,Forward
60250,443,1610033385.4641168,1490,PA,Backward
60250,443,1610033385.4641168,40,A,Forward
60250,443,1610033385.4650924,1490,PA,Backward
60250,443,1610033385.4650924,40,A,Forward
45386,443,1610033385.4650924,763,PA,Backward
45386,443,1610033385.4660692,40,A,Forward
60250,443,1610033385.4660692,1490,PA,Backward
60250,443,1610033385.4660692,40,A,Forward
60250,443,1610033385.4670446,1490,PA,Backward
60250,443,1610033385.4670446,40,A,Forward
60250,443,1610033385.4670446,1490,PA,Backward
60250,443,1610033385.4680214,40,A,Forward
60250,443,1610033385.4680214,1490,PA,Backward
60250,443,1610033385.4680214,40,A,Forward
60250,443,1610033385.4689982,1490,PA,Backward
60250,443,1610033385.4689982,40,A,Forward
60250,443,1610033385.4689982,1490,PA,Backward
60250,443,1610033385.4699736,40,A,Forward
60250,443,1610033385.4699736,1490,PA,Backward
60250,443,1610033385.4699736,40,A,Forward
60250,443,1610033385.4709506,1490,PA,Backward
60250,443,1610033385.4709506,40,A,Forward
60250,443,1610033385.4709506,1490,PA,Backward
60250,443,1610033385.4719274,40,A,Forward
60250,443,1610033385.4719274,1490,PA,Backward
60250,443,1610033385.4738793,40,A,Forward
60250,443,1610033385.4748547,1490,PA,Backward
60250,443,1610033385.475832,40,A,Forward
60250,443,1610033385.475832,1490,PA,Backward
60250,443,1610033385.475832,40,A,Forward
60250,443,1610033385.4768093,1490,PA,Backward
60250,443,1610033385.4768093,40,A,Forward
60250,443,1610033385.4768093,1490,PA,Backward
60250,443,1610033385.4777844,40,A,Forward
60250,443,1610033385.4777844,413,PA,Backward
60250,443,1610033385.4777844,40,A,Forward
48584,443,1610033385.4797368,190,PA,Forward
48584,443,1610033385.4797368,40,A,Backward
37978,443,1610033385.4816895,104,PA,Forward
37978,443,1610033385.4816895,40,A,Backward
34160,443,1610033385.48462,60,S,Forward
48584,443,1610033385.48462,1490,PA,Backward
48584,443,1610033385.485595,40,A,Forward
48584,443,1610033385.485595,1490,PA,Backward
48584,443,1610033385.485595,40,A,Forward
48584,443,1610033385.4865718,2537,PA,Backward
48584,443,1610033385.4865718,40,A,Forward
55180,443,1610033385.4885237,217,PA,Forward
55180,443,1610033385.4885237,265,PA,Forward
55180,443,1610033385.4885237,40,A,Backward
55180,443,1610033385.4894989,40,A,Backward
34160,443,1610033385.4894989,44,SA,Backward
34160,443,1610033385.4894989,40,A,Forward
34160,443,1610033385.4904785,557,PA,Forward
34160,443,1610033385.4904785,40,A,Backward
37978,443,1610033385.4904785,132,PA,Backward
37978,443,1610033385.4914534,110,PA,Backward
37978,443,1610033385.4914534,40,A,Forward
37978,443,1610033385.4914534,79,PA,Forward
37978,443,1610033385.4924283,40,A,Backward
37970,443,1610033385.4924283,366,PA,Forward
37970,443,1610033385.4924283,506,PA,Forward
37970,443,1610033385.493405,40,A,Backward
37970,443,1610033385.493405,40,A,Backward
55180,443,1610033385.493405,93,PA,Backward
55180,443,1610033385.4943802,40,A,Forward
55180,443,1610033385.4943802,78,PA,Forward
55180,443,1610033385.4953573,40,A,Backward
55180,443,1610033385.4953573,1492,PA,Backward
55180,443,1610033385.4953573,40,A,Forward
55180,443,1610033385.496335,1492,PA,Backward
55180,443,1610033385.496335,40,A,Forward
55180,443,1610033385.496335,1492,PA,Backward
55180,443,1610033385.497312,40,A,Forward
55180,443,1610033385.497312,1492,PA,Backward
55180,443,1610033385.497312,40,A,Forward
55180,443,1610033385.498287,1492,PA,Backward
55180,443,1610033385.498287,40,A,Forward
55180,443,1610033385.498287,1492,PA,Backward
55180,443,1610033385.4992628,40,A,Forward
55180,443,1610033385.4992628,1492,PA,Backward
55180,443,1610033385.4992628,40,A,Forward
36780,443,1610033385.5002391,132,PA,Forward
36780,443,1610033385.5002391,40,A,Backward
36780,443,1610033385.5002391,148,PA,Forward
36780,443,1610033385.501216,40,A,Backward
34160,443,1610033385.501216,2545,PA,Backward
34160,443,1610033385.5021932,40,A,Forward
37970,443,1610033385.5021932,401,PA,Backward
37970,443,1610033385.5031686,79,PA,Backward
37970,443,1610033385.5031686,40,A,Forward
37970,443,1610033385.5031686,79,PA,Forward
37970,443,1610033385.5041435,40,A,Backward
36780,443,1610033385.5051205,678,PA,Backward
36780,443,1610033385.5051205,40,A,Forward
36780,443,1610033385.5051205,2364,PA,Backward
36780,443,1610033385.5060976,40,A,Forward
36780,443,1610033385.5060976,71,PA,Backward
36780,443,1610033385.5060976,40,A,Forward
55180,443,1610033385.50805,1492,PA,Backward
55180,443,1610033385.50805,40,A,Forward
55180,443,1610033385.50805,12820,A,Backward
55180,443,1610033385.5090263,40,A,Forward
55180,443,1610033385.5090263,9312,PA,Backward
55180,443,1610033385.5090263,40,A,Forward
34160,443,1610033385.5100014,104,PA,Forward
34160,443,1610033385.5100014,40,A,Backward
34160,443,1610033385.5109777,210,PA,Forward
34160,443,1610033385.5109777,273,PA,Forward
34160,443,1610033385.5119603,40,A,Backward
34160,443,1610033385.5119603,40,A,Backward
34160,443,1610033385.5119603,552,PA,Backward
34160,443,1610033385.5129313,40,A,Forward
34160,443,1610033385.5129313,71,PA,Forward
34160,443,1610033385.5129313,40,A,Backward
34160,443,1610033385.5139067,71,PA,Backward
34160,443,1610033385.5139067,40,A,Forward
34160,443,1610033385.5139067,665,PA,Backward
34160,443,1610033385.5148833,40,A,Forward
34160,443,1610033385.5148833,71,PA,Backward
34160,443,1610033385.5148833,40,A,Forward
49162,443,1610033385.5158625,71,PA,Backward
49162,443,1610033385.5158625,40,A,Forward
49162,443,1610033385.5158625,40,FA,Backward
49162,443,1610033385.5168371,71,PA,Forward
49162,443,1610033385.5168371,40,FA,Forward
49162,443,1610033385.5168371,40,A,Backward
49162,443,1610033385.5168371,40,A,Backward
36784,443,1610033385.5178125,144,PA,Forward
36784,443,1610033385.5178125,40,A,Backward
36784,443,1610033385.5178125,1431,PA,Backward
36784,443,1610033385.5187893,40,A,Forward
36784,443,1610033385.5187893,1431,PA,Backward
36784,443,1610033385.5187893,40,A,Forward
36784,443,1610033385.5197644,1492,PA,Backward
36784,443,1610033385.5197644,40,A,Forward
36784,443,1610033385.5197644,1370,PA,Backward
36784,443,1610033385.5207407,40,A,Forward
36784,443,1610033385.5207407,1492,PA,Backward
36784,443,1610033385.521717,40,A,Forward
36784,443,1610033385.521717,1492,PA,Backward
36784,443,1610033385.521717,40,A,Forward
36784,443,1610033385.521717,1492,PA,Backward
36784,443,1610033385.5226936,40,A,Forward
36784,443,1610033385.5226936,1492,PA,Backward
36784,443,1610033385.5236704,40,A,Forward
36784,443,1610033385.5236704,1492,PA,Backward
36784,443,1610033385.5236704,40,A,Forward
36784,443,1610033385.524646,1492,PA,Backward
36784,443,1610033385.524646,40,A,Forward
36784,443,1610033385.524646,1492,PA,Backward
36784,443,1610033385.5256233,40,A,Forward
36784,443,1610033385.5256233,1492,PA,Backward
36784,443,1610033385.5256233,40,A,Forward
36784,443,1610033385.5256233,1492,PA,Backward
36784,443,1610033385.5265985,40,A,Forward
36784,443,1610033385.5265985,1492,PA,Backward
36784,443,1610033385.5265985,40,A,Forward
36784,443,1610033385.5275753,1792,PA,Backward
36784,443,1610033385.5275753,40,A,Forward
55180,443,1610033385.5285513,508,PA,Forward
55180,443,1610033385.5285513,40,A,Backward
60256,443,1610033385.5295298,60,S,Forward
60258,443,1610033385.530502,60,S,Forward
55180,443,1610033385.530502,138,PA,Backward
55180,443,1610033385.530502,40,A,Forward
60256,443,1610033385.5314803,44,SA,Backward
60256,443,1610033385.5314803,40,A,Forward
60256,443,1610033385.5314803,557,PA,Forward
60256,443,1610033385.532457,40,A,Backward
60258,443,1610033385.532457,44,SA,Backward
60258,443,1610033385.532457,40,A,Forward
60258,443,1610033385.5334337,557,PA,Forward
60258,443,1610033385.5334337,40,A,Backward
60256,443,1610033385.5334337,1490,PA,Backward
60256,443,1610033385.5344105,40,A,Forward
60256,443,1610033385.5344105,1490,PA,Backward
60256,443,1610033385.535388,40,A,Forward
60256,443,1610033385.535388,1032,PA,Backward
60256,443,1610033385.535388,40,A,Forward
60256,443,1610033385.536361,104,PA,Forward
60256,443,1610033385.536361,40,A,Backward
60256,443,1610033385.536361,210,PA,Forward
60256,443,1610033385.5373418,835,PA,Forward
60256,443,1610033385.5373418,40,A,Backward
60256,443,1610033385.5373418,40,A,Backward
60258,443,1610033385.538317,2880,A,Backward
60258,443,1610033385.538317,40,A,Forward
60258,443,1610033385.538317,1092,PA,Backward
60258,443,1610033385.5392902,40,A,Forward
60258,443,1610033385.5392902,104,PA,Forward
60258,443,1610033385.5392902,227,PA,Forward
60258,443,1610033385.5402675,40,A,Backward
60258,443,1610033385.5402675,40,A,Backward
